Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
29,CUPID.NS,221.46,24773860.0,Consumer Non-Durables,Household/Personal Care,98.0,92.0,97.0,97.0,13.775,13.655,28583450.0,40300540.0,226.0,29.6,297790000000.0,No,172.55,104.9,184.64,124.34
27,STLTECH.NS,555.4,3815400.0,Technology Services,Information Technology Services,98.0,13.0,97.0,98.0,35.7679,33.6393,3589550.0,2110250.0,679.9,84.6,285430000000.0,No,559.82,261.2,576.66,332.33
62,UFBL.NS,699.35,100420.0,Consumer Services,Restaurants,97.0,57.0,98.0,98.0,38.3786,37.725,419360.0,104030.0,763.35,172.34,27340000000.0,No,609.46,326.49,646.61,393.99
38,SIGMAADV.NS,549.15,263130.0,Technology Services,Information Technology Services,97.0,10.0,98.0,97.0,31.775,29.5214,457880.0,305250.0,638.1,107.1,96780000000.0,No,494.43,268.46,524.12,312.16
64,THANGAMAYL.NS,7309.5,301450.0,Consumer Durables,Other Consumer Specialties,97.0,95.0,97.0,94.0,372.0714,370.0357,229430.0,194030.0,7344.5,1750.1,227190000000.0,No,5549.9,3922.27,5943.63,4449.08
83,HFCL.NS,192.54,26134080.0,Electronic Technology,Telecommunications Equipment,96.0,11.0,97.0,97.0,10.2979,9.4607,51971420.0,24036500.0,229.5,59.82,294640000000.0,No,194.65,107.56,199.79,124.32
104,INDSWFTLAB.NS,239.91,478310.0,Health Technology,Pharmaceuticals: Major,96.0,91.0,95.0,95.0,12.9521,12.7521,1187390.0,518610.0,248.45,87.15,20860000000.0,No,187.64,135.1,202.09,154.82
95,RPTECH.NS,801.45,450120.0,Distribution Services,Electronics Distributors,96.0,63.0,95.0,96.0,33.7464,33.6,1288880.0,395170.0,812.85,275.6,52820000000.0,No,672.46,447.17,703.61,501.88
75,BLISSGVS.NS,459.4,224080.0,Health Technology,Pharmaceuticals: Major,96.0,22.0,95.0,97.0,23.1107,22.7643,1901750.0,252220.0,553.0,118.0,48810000000.0,No,452.85,260.04,471.75,307.46
96,RUBICON.NS,1556.0,221130.0,Health Technology,Biotechnology,96.0,82.0,94.0,96.0,70.3786,69.6857,534970.0,319880.0,1578.0,570.75,256880000000.0,No,1300.37,,1353.62,989.89
87,CPPLUS.NS,3557.8,134650.0,Consumer Durables,Electronics/Appliances,96.0,52.0,93.0,97.0,151.3357,146.95,323270.0,177200.0,3866.0,1015.0,419290000000.0,No,3352.33,2091.87,3494.4,2384.82
74,OMNI.NS,619.65,193820.0,Producer Manufacturing,Metal Fabrication,96.0,94.0,91.0,,29.8,29.65,588430.0,352620.0,630.4,176.25,76630000000.0,No,505.75,,528.66,
137,CEMPRO.NS,1369.0,558550.0,Industrial Services,Engineering & Construction,95.0,86.0,98.0,95.0,65.4,61.1072,1590260.0,583970.0,1649.2,503.3,235180000000.0,No,1265.44,856.21,1321.26,881.36
111,DIACABS.NS,307.17,8207980.0,Producer Manufacturing,Electrical Products,95.0,97.0,97.0,96.0,17.3564,16.7536,7450630.0,9075270.0,309.9,115.57,161870000000.0,No,215.03,160.47,226.79,170.55
109,E2E.NS,542.5,429520.0,Technology Services,Information Technology Services,95.0,95.0,96.0,96.0,23.6143,18.5,1796690.0,2097470.0,542.5,183.36,111420000000.0,No,406.29,292.39,431.38,314.73
122,IBULLSLTD.NS,31.16,4694380.0,Finance,Real Estate Development,95.0,92.0,96.0,96.0,1.7607,1.7386,10168920.0,8312129.999999999,32.5,8.9,69750000000.0,No,25.66,17.91,26.96,17.71
127,SKMEGGPROD.NS,318.8,363980.0,Process Industries,Agricultural Commodities/Milling,95.0,88.0,96.0,93.0,21.35,21.3107,1202900.0,1094660.0,372.0,143.1,,No,266.76,204.73,280.24,208.13
