Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
17,CUPID.NS,407.75,5189.82K,Consumer Non-Durables,Household/Personal Care,98.0,97.0,97.0,98.0,3574.30K,3993.97K,417.6,55.75,109.36B,No
29,TAKE.NS,34.95,1534.00K,Technology Services,Information Technology Services,98.0,95.0,98.0,98.0,1382.24K,1816.84K,35.0,6.51,5.10B,No
34,BGRENERGY.NS,338.0,87.09K,Industrial Services,Engineering & Construction,97.0,8.0,94.0,98.0,280.42K,170.40K,490.8,69.05,24.43B,No
39,MAHASTEEL.NS,834.0,1.87K,Non-Energy Minerals,Steel,97.0,86.0,97.0,97.0,47.16K,12.15K,838.0,179.53,13.73B,No
53,WAAREEINDO.NS,437.8,63.96K,Electronic Technology,Electronic Equipment/Instruments,97.0,1.0,,,179.92K,109.14K,725.0,165.07,18.21B,No
64,INDOTHAI.NS,386.55,123.13K,Finance,Investment Banks/Brokers,96.0,53.0,97.0,96.0,735.39K,160.96K,466.35,108.0,47.06B,No
75,NORBTEAEXP.NS,72.05,0.51K,Consumer Non-Durables,Food: Specialty/Candy,96.0,94.0,95.0,96.0,3.01K,3.63K,76.0,18.81,1.12B,No
77,SABTNL.NS,1693.0,63.34K,Consumer Services,Movies/Entertainment,96.0,98.0,97.0,97.0,50.53K,124.10K,2047.65,352.6,42.96B,No
83,VENUSREM.NS,784.15,61.97K,Health Technology,Pharmaceuticals: Major,96.0,97.0,97.0,94.0,96.04K,79.71K,839.8,270.25,10.48B,No
87,LUMAXTECH.NS,1576.5,569.57K,Producer Manufacturing,Auto Parts: Oem,96.0,91.0,95.0,93.0,277.30K,181.64K,1596.0,449.0,107.46B,No
89,MEGASOFT.NS,181.0,47.84K,Technology Services,Information Technology Services,96.0,34.0,88.0,95.0,282.59K,103.76K,231.0,49.06,13.35B,No
96,CURAA.NS,122.0,0.01K,Technology Services,Information Technology Services,95.0,2.0,0.0,58.0,1.03K,0.64K,337.0,24.43,1.34B,No
99,SOMATEX.NS,104.26,16.29K,Process Industries,Textiles,95.0,3.0,93.0,96.0,30.99K,9.41K,161.25,34.53,3.45B,No
102,KMEW.NS,3574.6,252.79K,Producer Manufacturing,Trucks/Construction/Farm Machinery,95.0,97.0,97.0,96.0,109.61K,164.96K,3628.6,1264.05,43.76B,No
105,IFBAGRO.NS,1224.6,11.58K,Consumer Non-Durables,Beverages: Alcoholic,95.0,4.0,96.0,93.0,76.55K,22.22K,1640.0,440.0,11.46B,No
109,STALLION.NS,216.53,153.29K,Distribution Services,Wholesale Distributors,95.0,78.0,75.0,97.0,2204.69K,539.51K,423.8,60.0,17.18B,No
110,TERASOFT.NS,460.0,13.82K,Technology Services,Information Technology Services,95.0,4.0,90.0,94.0,23.25K,17.87K,598.0,159.55,5.76B,No
111,ATHERENERG.NS,686.3,1790.59K,Consumer Durables,Motor Vehicles,95.0,86.0,91.0,96.0,4072.24K,2004.70K,790.0,288.15,262.20B,No
