Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
2,MRUTR.BO,61.2,33.41K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,0.9957,0.0279,1.53K,7.90K,61.2,0.46,44.21B,No,40.36,15.95,43.92,23.12
3,KETOMOTORS.BO,240.2,4.03K,Process Industries,Chemicals: Agricultural,98.0,97.0,98.0,97.0,4.95,0.0,5.47K,3.15K,240.2,4.57,16.92B,No,145.64,104.96,158.44,113.75
4,JTLDEFENCE.BO,586.6,21.04K,Non-Energy Minerals,Other Metals/Minerals,98.0,97.0,99.0,98.0,13.5893,3.4714,2.58K,1.05K,586.6,55.58,6.17B,No,383.44,144.72,409.07,186.09
5,SAMTELIN.BO,58.65,8.07K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,89.0,98.0,98.0,1.4293,0.6771,6.90K,23.46K,62.4,1.89,415.71M,No,46.91,18.12,49.58,26.22
6,SALSAIN.BO,244.55,1.36K,Finance,Financial Conglomerates,98.0,51.0,0.0,98.0,10.7893,9.9607,1.12K,0.54K,828.95,14.58,1.71B,No,271.31,204.87,252.38,293.6
7,TANDHANIN.BO,145.9,6.26K,Finance,Investment Banks/Brokers,98.0,90.0,98.0,98.0,3.6929,2.2357,1.42K,8.15K,154.85,10.48,7.26B,No,115.0,46.81,122.29,64.47
8,APOLLOIN.BO,96.49,2.65K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,1.6807,0.2507,5.81K,6.01K,96.49,5.16,1.00B,No,64.9,24.52,69.6,34.3
9,MODMA.BO,62.4,0.50K,Producer Manufacturing,Metal Fabrication,98.0,1.0,98.0,98.0,1.5664,1.0021,3.63K,1.01K,85.79,1.1,7.27B,No,68.17,24.18,69.17,33.87
10,SELECTRIC.BO,1840.3,7.34K,Electronic Technology,Electronic Production Equipment,98.0,,,,70.8143,3.6214,6.54K,15.93K,1840.3,155.1,22.26B,No,,,,
11,SESHACHAL.BO,72.96,0.03K,Technology Services,Information Technology Services,98.0,1.0,1.0,90.0,1.4607,0.0,0.35K,0.54K,105.31,2.39,50.66M,No,93.83,66.07,91.89,85.49
12,ISERA.BO,142.45,27.02K,Technology Services,Packaged Software,98.0,98.0,97.0,98.0,2.2971,0.1986,2.77K,2.72K,142.45,1.57,1.20B,No,95.86,42.78,102.19,60.75
13,SMTEL.BO,442.0,0.34K,Commercial Services,Miscellaneous Commercial Services,98.0,55.0,19.0,97.0,26.2214,25.4429,0.37K,0.38K,494.85,23.35,7.99B,No,416.1,282.53,411.87,370.13
14,KARTKIN.BO,9885.45,0.15K,Finance,Financial Conglomerates,98.0,81.0,98.0,98.0,297.3,99.5,0.02K,0.04K,10741.85,1036.0,2.41B,No,8410.39,3272.63,8735.69,4308.11
15,LIPPISYS.BO,191.4,20.00K,Producer Manufacturing,Industrial Machinery,98.0,98.0,98.0,98.0,13.8107,11.3779,38.71K,34.36K,235.0,19.9,1.34B,No,120.1,54.8,133.39,69.92
16,CALLISTA.BO,195.95,0.02K,Consumer Durables,Home Furnishings,98.0,84.0,10.0,94.0,1.7,0.9571,1.90K,0.38K,225.95,8.33,792.93M,No,163.81,131.74,168.14,165.16
17,PARMSILK.BO,388.7,11.22K,Process Industries,Textiles,98.0,99.0,98.0,98.0,12.2857,1.3214,0.09K,0.39K,388.7,31.19,1.17B,No,179.05,106.53,206.92,130.47
20,VINRKLB.BO,36.0,2.67K,Health Technology,Pharmaceuticals: Major,98.0,5.0,13.0,98.0,0.8807,0.6571,3.11K,1.01K,46.65,4.5,217.01M,No,38.77,20.78,38.35,28.71
21,TRADWIN.BO,538.7,0.29K,Consumer Services,Other Consumer Services,98.0,3.0,19.0,90.0,22.1821,15.4429,0.04K,0.02K,846.45,47.04,1.62B,No,610.86,441.7,613.13,597.3
22,RANJITSE.BO,59.78,0.01K,Finance,Finance/Rental/Leasing,98.0,2.0,1.0,98.0,0.3257,0.04,0.58K,0.01K,122.1,6.24,160.65M,No,70.22,,68.78,64.51
23,SPICEISLIN.BO,502.65,13.94K,Process Industries,Textiles,98.0,78.0,93.0,97.0,28.4071,27.2179,20.31K,17.91K,549.0,42.56,3.13B,No,419.25,237.65,436.36,310.95
25,SHANTAI.BO,94.15,2.07K,Process Industries,Textiles,98.0,20.0,90.0,98.0,0.2057,0.0,7.72K,1.28K,102.01,11.15,706.12M,No,95.7,44.4,97.47,59.86
26,EMROCK.BO,276.95,0.44K,Consumer Durables,Homebuilding,98.0,13.0,41.0,91.0,17.9071,17.875,3.16K,2.32K,305.95,24.19,4.38B,No,283.41,202.83,281.86,258.48
27,COVANCE.BO,211.65,37.26K,Technology Services,Information Technology Services,98.0,97.0,64.0,96.0,8.3321,6.05,4.48K,5.15K,211.65,19.7,4.69B,No,169.05,129.57,173.0,159.23
29,HIKLASS.BO,68.6,1.00K,Finance,Investment Banks/Brokers,98.0,1.0,62.0,97.0,1.8014,1.0086,0.30K,0.20K,108.35,6.49,2.07B,No,87.6,45.81,84.63,59.14
30,AXISOL.BO,305.0,11.12K,Technology Services,Information Technology Services,98.0,40.0,80.0,98.0,4.55,2.9821,4.50K,1.80K,350.0,15.0,14.38B,No,290.29,158.81,295.43,210.43
