Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,OSWALOR.BO,124.55,0.01K,Process Industries,Agricultural Commodities/Milling,99.0,82.0,75.0,95.0,0.00K,0.00K,143.0,5.65,1.61B,No
2,FILTRON.BO,96.45,0.01K,Producer Manufacturing,Industrial Machinery,98.0,95.0,98.0,,5.42K,6.59K,106.41,11.63,6.13B,No
3,STEELCO.BO,100.04,0.41K,Non-Energy Minerals,Steel,98.0,99.0,,,0.17K,0.22K,100.04,16.53,496.80M,No
4,MAGNUS.BO,81.18,0.27K,Commercial Services,Miscellaneous Commercial Services,98.0,98.0,98.0,98.0,4.40K,6.46K,81.18,8.26,274.41M,No
5,MIDWEST.BO,5122.1,17.33K,Non-Energy Minerals,Precious Metals,98.0,95.0,90.0,97.0,5.82K,5.09K,5900.0,288.95,61.71B,No
6,SIMANDHAR.BO,127.55,0.21K,Distribution Services,Wholesale Distributors,98.0,89.0,,,12.08K,25.84K,138.75,21.5,389.91M,No
7,GLITTEKG.BO,37.26,123.75K,Non-Energy Minerals,Construction Materials,98.0,0.0,98.0,98.0,100.74K,27.97K,80.2,4.4,967.25M,No
8,HIKLASS.BO,56.22,144.99K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,0.58K,3.50K,56.22,6.49,1.70B,No
9,SERIND.BO,696.45,0.00K,Transportation,Air Freight/Couriers,98.0,87.0,98.0,98.0,1.39K,1.42K,793.05,88.87,689.20M,No
10,SWADEIN.BO,81.95,4.20K,Process Industries,Textiles,98.0,3.0,3.0,94.0,21.93K,8.28K,164.0,4.7,886.53M,No
11,CIL.BO,251.55,0.01K,Commercial Services,Advertising/Marketing Services,98.0,38.0,96.0,98.0,1.66K,1.58K,307.0,30.5,1.36B,No
12,SURBHIN.BO,69.87,0.19K,Process Industries,Textiles,98.0,98.0,98.0,98.0,0.02K,0.12K,69.87,7.87,240.17M,No
13,EASTINDIA.BO,99.0,2.12K,Process Industries,Containers/Packaging,98.0,41.0,83.0,98.0,4.07K,5.63K,148.0,25.76,1.46B,No
14,BIZOTIC.BO,929.9,0.40K,Consumer Non-Durables,Apparel/Footwear,98.0,73.0,85.0,97.0,5.91K,6.24K,1053.0,81.0,7.48B,No
15,SHANTAI.BO,56.72,2.03K,Process Industries,Textiles,98.0,98.0,98.0,98.0,6.86K,14.62K,56.72,11.15,425.40M,No
16,SPICEISLIN.BO,269.6,5.41K,Process Industries,Textiles,98.0,91.0,97.0,98.0,17.21K,3.96K,313.15,40.0,1.68B,No
17,ISTRNETWK.BO,38.28,24.96K,Commercial Services,Miscellaneous Commercial Services,98.0,91.0,61.0,97.0,50.41K,37.51K,72.15,4.69,2.61B,No
18,GDLLEAS.BO,74.0,0.90K,Finance,Finance/Rental/Leasing,98.0,4.0,5.0,98.0,3.52K,0.45K,169.8,9.62,370.75M,No
19,MAXGROW.BO,46.93,0.73K,Commercial Services,Personnel Services,98.0,97.0,,,29.38K,46.45K,73.36,12.15,1.87B,No
20,AMITSEC.BO,53.25,0.30K,Commercial Services,Miscellaneous Commercial Services,98.0,93.0,96.0,92.0,1.81K,0.49K,67.16,7.28,378.08M,No
21,JAUSPOL.BO,25.98,0.72K,Process Industries,Containers/Packaging,98.0,7.0,98.0,98.0,14.72K,9.62K,37.11,6.07,120.17M,No
22,CITURGIA.BO,174.4,0.05K,Process Industries,Chemicals: Specialty,98.0,98.0,,,2.08K,2.52K,212.0,47.4,23.04B,No
23,HYPERSOFT.BO,118.94,10.89K,Commercial Services,Miscellaneous Commercial Services,98.0,98.0,97.0,96.0,10.34K,16.77K,134.98,20.31,10.04B,No
24,TITANBIO.BO,457.7,143.06K,Health Technology,Biotechnology,98.0,98.0,98.0,97.0,98.74K,243.41K,457.9,74.73,18.91B,No
25,APPL.BO,349.15,2.00K,Distribution Services,Medical Distributors,98.0,98.0,98.0,,13.85K,11.80K,364.0,80.8,2.40B,No
26,OMEGAIN.BO,65.87,54.47K,Technology Services,Information Technology Services,98.0,63.0,98.0,98.0,32.19K,15.87K,76.95,6.79,1.88B,No
28,VRWODAR.BO,111.71,0.50K,Non-Energy Minerals,Forest Products,98.0,98.0,98.0,97.0,3.91K,2.65K,111.71,22.08,1.66B,No
29,RSTL.BO,178.0,45.00K,Non-Energy Minerals,Steel,98.0,22.0,97.0,97.0,10.15K,13.72K,276.1,50.03,2.21B,No
30,EMAINDIA.BO,429.4,2.18K,Producer Manufacturing,Industrial Machinery,98.0,93.0,98.0,98.0,4.35K,4.80K,455.6,86.5,431.55M,No
31,IBINFO.BO,618.55,0.02K,Consumer Non-Durables,Food: Major Diversified,98.0,92.0,98.0,98.0,4.59K,0.40K,820.3,147.0,792.19M,No
32,APIS.BO,57.55,12.51K,Consumer Non-Durables,Food: Major Diversified,98.0,80.0,76.0,97.0,97.28K,22.10K,110.42,10.68,7.93B,No
33,GUJINJEC.BO,78.21,13.24K,Distribution Services,Medical Distributors,97.0,96.0,98.0,98.0,67.98K,57.46K,78.22,17.02,1.15B,No
34,TELECANOR.BO,35.26,22.20K,Technology Services,Packaged Software,97.0,24.0,85.0,98.0,78.43K,46.65K,48.5,7.26,540.22M,No
35,PANKAJPO.BO,61.79,1.22K,Producer Manufacturing,Miscellaneous Manufacturing,97.0,93.0,97.0,97.0,17.15K,2.78K,75.97,14.01,342.56M,No
36,GENESIS.BO,98.98,0.03K,Producer Manufacturing,Miscellaneous Manufacturing,97.0,97.0,88.0,95.0,0.56K,0.57K,181.3,18.34,1.29B,No
38,BRRL.BO,1007.9,0.80K,Consumer Durables,Homebuilding,97.0,98.0,98.0,98.0,4.64K,3.20K,1007.9,226.0,10.41B,No
39,AUTOINT.BO,438.1,4.09K,Finance,Finance/Rental/Leasing,97.0,91.0,20.0,92.0,1.95K,0.91K,1031.0,58.31,1.52B,No
40,PHCAP.BO,605.15,1.69K,Finance,Investment Banks/Brokers,97.0,89.0,98.0,98.0,7.71K,2.42K,665.0,148.6,1.82B,No
41,TRANSCHEM.BO,162.65,3.44K,Health Technology,Pharmaceuticals: Other,97.0,69.0,78.0,97.0,9.61K,2.03K,194.25,31.1,1.99B,No
42,APTPACK.BO,178.9,0.26K,Producer Manufacturing,Miscellaneous Manufacturing,97.0,98.0,97.0,97.0,0.60K,1.46K,180.35,40.87,2.11B,No
43,ONIXSOLAR.BO,745.5,147.30K,Producer Manufacturing,Industrial Machinery,97.0,98.0,98.0,95.0,59.34K,86.12K,745.5,160.05,18.69B,No
44,SIZEMASTER.BO,312.25,0.25K,Producer Manufacturing,Miscellaneous Manufacturing,97.0,96.0,98.0,97.0,0.82K,0.26K,313.9,117.0,3.12B,No
45,RETAGGIO.BO,50.7,210.00K,Consumer Durables,Other Consumer Specialties,97.0,98.0,98.0,97.0,23.57K,43.80K,53.65,18.0,921.13M,No
46,FUNDVISER.BO,382.0,10.69K,Finance,Real Estate Investment Trusts,97.0,98.0,98.0,96.0,3.83K,2.86K,385.2,127.2,2.26B,No
48,SCBL.BO,44.03,1.35K,Non-Energy Minerals,Other Metals/Minerals,97.0,12.0,96.0,98.0,5.26K,12.64K,64.13,6.75,47.25M,No
49,INLCM.BO,1357.0,0.15K,Distribution Services,Wholesale Distributors,97.0,72.0,49.0,66.0,1.79K,4.58K,2640.75,190.0,3.63B,No
50,AVAX.BO,165.0,2.00K,Distribution Services,Wholesale Distributors,97.0,98.0,97.0,97.0,8.70K,4.00K,165.7,50.12,342.92M,No
52,RAPID.BO,141.0,6.40K,Transportation,Air Freight/Couriers,97.0,94.0,97.0,97.0,12.68K,2.56K,147.35,44.44,537.38M,No
53,RRPDEFENSE.BO,797.55,0.05K,Distribution Services,Wholesale Distributors,97.0,31.0,97.0,,0.08K,0.07K,984.4,366.5,10.94B,No
54,TRUEGREEN.BO,138.06,23.29K,Process Industries,Textiles,97.0,98.0,98.0,97.0,31.72K,34.41K,159.9,52.75,4.55B,No
55,GARNET.BO,76.76,27.79K,Finance,Real Estate Development,97.0,54.0,96.0,95.0,24.44K,9.97K,116.0,22.57,1.07B,No
56,JETMALL.BO,28.52,6.00K,Distribution Services,Food Distributors,97.0,12.0,85.0,98.0,17.00K,9.00K,44.01,7.0,170.92M,No
57,BRAHMINFRA.BO,148.95,18.16K,Industrial Services,Engineering & Construction,97.0,47.0,94.0,96.0,28.30K,16.52K,178.9,38.07,4.32B,No
58,KINETRU.BO,46.15,0.10K,Finance,Finance/Rental/Leasing,97.0,70.0,96.0,,2.25K,1.93K,75.82,22.01,155.06M,No
59,ARISINT.BO,362.05,0.20K,Producer Manufacturing,Auto Parts: Oem,97.0,27.0,22.0,57.0,0.10K,0.10K,617.0,258.85,543.08M,No
60,CDG.BO,115.0,0.20K,Process Industries,Industrial Specialties,97.0,94.0,88.0,98.0,4.88K,2.03K,176.25,41.23,1.06B,No
63,HRS.BO,266.05,3.60K,Non-Energy Minerals,Aluminum,97.0,94.0,97.0,,81.62K,57.84K,281.1,126.0,5.13B,No
64,RRFIN.BO,71.92,11.69K,Finance,Insurance Brokers/Services,97.0,13.0,3.0,59.0,4.32K,2.20K,263.7,13.84,795.49M,No
65,VALIANT.BO,908.0,12.62K,Electronic Technology,Telecommunications Equipment,96.0,69.0,91.0,93.0,16.69K,9.05K,1160.0,253.43,10.39B,No
66,VEL.BO,39.86,44.12K,Distribution Services,Wholesale Distributors,96.0,39.0,88.0,90.0,48.24K,12.37K,51.98,11.01,781.61M,No
67,TRUSTEDGE.BO,138.0,26.87K,Finance,Finance/Rental/Leasing,96.0,75.0,95.0,84.0,6.15K,1.49K,166.35,43.25,1.27B,No
68,SATTRIX.BO,359.0,3.50K,Technology Services,Information Technology Services,96.0,74.0,96.0,95.0,10.86K,6.05K,449.0,108.0,4.07B,No
69,GHVINFRA.BO,266.9,4.70K,Technology Services,Data Processing Services,96.0,20.0,70.0,65.0,15.99K,14.46K,368.5,55.92,19.24B,No
71,OMNITEX.BO,701.4,1.23K,Process Industries,Textiles,96.0,82.0,95.0,96.0,1.01K,0.45K,779.95,266.0,2.95B,No
72,NUTRICIRCLE.BO,368.55,0.00K,Health Technology,Pharmaceuticals: Generic,96.0,76.0,84.0,97.0,0.05K,0.00K,411.4,90.0,3.69B,No
73,CLENON.BO,58.0,0.90K,Producer Manufacturing,Electrical Products,96.0,95.0,96.0,,1.24K,1.43K,62.96,42.64,634.54M,No
