Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,APOLLOIN.BO,84.65,93.75,0.63K,Process Industries,Agricultural Commodities/Milling,98.0,0.0,89.0,98.0,3.775,0.0071,2.79K,0.60K,146.05,5.16,880.36M,No,123.11,112.32,46.25,113.11,63.52,496
2,ISERA.BO,143.9,143.9,0.07K,Technology Services,Packaged Software,98.0,48.0,96.0,98.0,0.0,0.0,3.04K,0.65K,143.9,4.44,1.21B,No,143.9,140.31,68.78,143.21,93.67,495
3,MODMA.BO,46.36,48.8,1.50K,Producer Manufacturing,Metal Fabrication,98.0,25.0,0.0,98.0,2.1486,0.7086,2.14K,1.05K,85.79,1.9,5.40B,No,47.28,53.41,33.15,50.67,44.93,496
4,SOURCEIND.BO,45.35,43.6,0.07K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.8286,0.0386,0.33K,0.28K,45.35,4.18,517.13M,No,37.28,29.7,13.48,33.03,18.34,497
5,SAMTELIN.BO,39.74,38.21,6.99K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,7.0,15.0,97.0,1.635,1.4443,12.02K,4.51K,72.95,1.89,281.67M,No,39.2,50.35,26.8,47.02,36.41,258
6,MRUTR.BO,109.83,99.62,8.99K,Finance,Investment Banks/Brokers,98.0,92.0,98.0,98.0,3.5843,1.625,11.25K,42.40K,109.83,0.58,79.35B,No,92.18,76.95,31.57,84.08,45.38,496
7,AXISOL.BO,557.2,580.15,1.96K,Technology Services,Information Technology Services,98.0,98.0,97.0,98.0,21.4143,6.7536,7.67K,11.68K,667.75,25.59,26.33B,No,534.35,409.56,235.54,439.84,309.22,497
8,SALSAIN.BO,374.95,351.7,0.14K,Finance,Financial Conglomerates,98.0,52.0,92.0,83.0,22.3964,19.375,0.64K,0.40K,828.95,14.58,2.61B,No,360.03,318.98,267.55,335.33,363.73,496
10,TANDHANIN.BO,163.3,148.15,52.95K,Finance,Investment Banks/Brokers,98.0,80.0,91.0,98.0,8.675,5.3607,5.62K,11.05K,164.0,10.48,8.13B,No,138.62,145.03,72.07,147.69,99.73,496
11,SESHACHAL.BO,66.66,70.16,0.50K,Technology Services,Information Technology Services,98.0,6.0,3.0,23.0,0.7907,0.0007,0.62K,0.01K,105.31,2.39,46.29M,No,74.69,76.27,75.44,73.89,88.53,497
12,JTLDEFENCE.BO,650.0,589.6,17.06K,Non-Energy Minerals,Other Metals/Minerals,98.0,59.0,96.0,98.0,35.9929,24.1464,2.89K,3.75K,694.3,55.58,6.84B,No,546.58,565.9,245.39,593.68,329.53,497
13,MAXGROW.BO,161.33,150.64,51.97K,Commercial Services,Personnel Services,98.0,98.0,98.0,97.0,6.0986,1.0514,25.48K,11.21K,161.33,12.76,6.44B,No,107.4,83.71,57.3,99.1,67.8,496
14,VINRKLB.BO,49.75,47.83,1.15K,Health Technology,Pharmaceuticals: Major,98.0,98.0,66.0,94.0,2.1207,1.1957,1.26K,3.07K,49.75,4.5,299.89M,No,37.16,33.91,26.29,35.39,35.97,496
15,LIPPISYS.BO,209.0,217.1,27.55K,Producer Manufacturing,Industrial Machinery,98.0,2.0,98.0,98.0,6.1357,2.4107,33.35K,11.44K,281.2,22.11,1.46B,No,241.04,233.52,95.37,231.52,126.52,495
16,NEWMKTAVE.BO,67.05,65.74,0.00K,Finance,Investment Managers,98.0,98.0,98.0,98.0,1.0821,0.0,,0.00K,67.05,9.1,686.59M,No,56.48,46.13,23.25,48.66,29.6,495
17,KARTKIN.BO,8400.0,8997.2002,0.01K,Finance,Financial Conglomerates,98.0,50.0,21.0,98.0,489.2144,344.5501,0.02K,0.04K,10741.85,1087.8,2.05B,No,8894.9,8666.04,4746.95,8882.15,6321.13,497
18,RANJITSE.BO,62.5,62.5,0.01K,Finance,Finance/Rental/Leasing,98.0,33.0,34.0,7.0,2.1021,1.3214,0.18K,0.12K,122.1,6.24,167.96M,No,61.62,61.13,,61.06,73.58,185
19,PANKAJPO.BO,133.74,121.32,8.05K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,97.0,97.0,96.0,6.2371,3.6743,16.55K,24.21K,133.74,15.36,741.44M,No,96.91,84.58,60.75,92.86,73.22,495
20,PARMSILK.BO,321.1,323.95,0.06K,Process Industries,Textiles,98.0,14.0,98.0,98.0,16.3429,12.9857,1.00K,0.33K,472.35,45.65,963.65M,No,333.79,335.89,159.36,343.35,198.45,354
21,ASIACAP.BO,105.84,108.11,0.27K,Finance,Finance/Rental/Leasing,98.0,89.0,93.0,98.0,2.1686,0.6321,0.71K,0.27K,114.85,17.37,327.26M,No,102.16,88.09,46.69,94.03,61.38,496
23,APPL.BO,315.0,314.45,68.40K,Distribution Services,Medical Distributors,98.0,84.0,94.0,97.0,6.0679,0.9607,14.99K,4.64K,327.1,32.32,5.40B,No,285.57,258.62,156.46,269.47,195.93,229
25,STEELCO.BO,258.75,248.75,1.71K,Non-Energy Minerals,Steel,98.0,98.0,96.0,97.0,8.8179,4.7214,10.82K,27.70K,258.75,15.0,1.63B,No,190.2,161.19,106.75,175.92,138.97,497
26,STELLANT.BO,1074.6,1101.15,4.21K,Finance,Investment Banks/Brokers,98.0,96.0,97.0,94.0,63.0643,61.1321,8.19K,10.96K,1104.6,122.99,6.11B,No,992.81,759.61,594.92,840.83,677.09,496
27,PARMAX.BO,132.45,131.15,12.77K,Health Technology,Pharmaceuticals: Major,98.0,89.0,98.0,98.0,1.6857,0.1107,14.51K,7.00K,132.45,22.6,495.54M,No,118.28,102.23,51.47,110.09,61.57,495
29,INDUSFINL.BO,238.75,229.55,1.79K,Finance,Investment Banks/Brokers,98.0,97.0,97.0,98.0,5.4,3.6464,8.25K,6.31K,238.75,38.94,2.21B,No,200.04,167.29,91.33,182.39,114.19,495
31,SHANTAI.BO,90.43,91.34,6.58K,Process Industries,Textiles,98.0,44.0,24.0,96.0,0.23,0.0993,2.86K,1.11K,102.01,11.15,678.23M,No,92.22,93.1,59.75,92.56,78.97,496
32,TRADWIN.BO,555.55,578.4,0.45K,Consumer Services,Other Consumer Services,98.0,23.0,16.0,35.0,26.2107,15.5107,0.04K,0.08K,846.45,47.04,1.67B,No,616.19,597.23,545.68,586.91,598.1,497
34,SHENTRA.BO,131.0,131.0,0.03K,Process Industries,Chemicals: Specialty,98.0,48.0,93.0,95.0,0.2,0.1929,0.12K,0.17K,134.85,16.65,581.40M,No,131.48,122.02,73.54,125.62,90.65,228
35,DUKEOFS.BO,57.8,55.56,4.11K,Retail Trade,Specialty Stores,98.0,97.0,99.0,98.0,1.0557,0.0,8.40K,21.55K,57.8,13.12,569.75M,No,47.37,36.51,22.6,41.21,26.89,495
36,KANELIND.BO,90.41,83.47,6.73K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,4.3136,1.4921,3.15K,8.93K,91.45,10.0,1.42B,No,71.73,60.86,36.26,65.97,39.19,497
37,SPICEISLIN.BO,105.55,96.52,126.29K,Process Industries,Textiles,98.0,68.0,88.0,93.0,3.7907,3.3586,83.52K,53.15K,109.8,14.2,3.29B,No,97.71,99.85,63.58,99.47,77.85,498
38,NEELKAN.BO,60.9,58.54,1.30K,Non-Energy Minerals,Construction Materials,97.0,90.0,98.0,98.0,1.7043,1.015,5.35K,1.33K,63.0,13.34,307.16M,No,58.84,49.94,26.78,51.67,32.06,495
39,HIKLASS.BO,91.1,90.7,52.51K,Finance,Investment Banks/Brokers,97.0,73.0,55.0,95.0,1.0064,0.8036,4.52K,23.38K,108.35,12.16,2.75B,No,88.16,79.98,58.43,82.41,75.17,496
40,PHCAP.BO,1123.05,1131.0,5.94K,Finance,Investment Banks/Brokers,97.0,78.0,87.0,93.0,48.55,48.3964,3.38K,5.55K,1158.0,165.05,3.37B,No,1025.53,1003.79,662.34,1026.29,814.99,495
41,PURPLEWAVE.BO,391.0,366.95,4.00K,Technology Services,Packaged Software,97.0,99.0,98.0,97.0,21.0071,15.4929,37.27K,21.00K,395.0,95.1,3.62B,No,288.8,188.59,,224.65,152.92,182
42,TRANSCHEM.BO,352.55,333.15,2.02K,Health Technology,Pharmaceuticals: Other,97.0,85.0,92.0,95.0,15.475,14.9857,6.76K,4.53K,377.65,46.01,4.32B,No,318.38,331.37,210.52,330.4,242.79,495
43,KUBERJI.BO,56.22,51.0,39.10K,Finance,Financial Conglomerates,97.0,98.0,97.0,98.0,2.08,0.0186,19.78K,67.93K,56.22,10.51,193.00M,No,35.29,26.34,19.11,31.25,22.54,495
44,GLITTEKG.BO,65.46,61.13,5.34K,Non-Energy Minerals,Construction Materials,97.0,63.0,94.0,42.0,1.5964,0.3686,12.64K,8.51K,80.2,7.91,1.70B,No,65.4,55.86,40.59,59.16,51.8,495
45,KELENRG.BO,13595.75,14156.2998,0.15K,Process Industries,Industrial Specialties,97.0,96.0,98.0,98.0,555.3322,355.4786,1.98K,1.52K,14800.0,2900.0,13.60B,No,12137.48,9660.03,5379.48,10598.82,6361.85,495
46,SIMANDHAR.BO,143.5,156.0,0.76K,Distribution Services,Wholesale Distributors,97.0,30.0,43.0,59.0,7.8714,5.6857,1.94K,0.33K,189.1,21.5,438.67M,No,155.02,146.57,,145.05,140.25,171
47,SMTEL.BO,379.1,380.0,0.75K,Commercial Services,Miscellaneous Commercial Services,97.0,7.0,50.0,38.0,26.1464,23.0393,0.93K,1.00K,594.35,40.45,6.85B,No,420.39,439.78,352.95,431.59,421.16,496
48,EMROCK.BO,267.85,273.95,1.52K,Consumer Durables,Homebuilding,97.0,48.0,30.0,27.0,3.3214,2.1964,2.96K,3.25K,305.95,25.39,4.24B,No,271.54,264.4,241.39,264.32,271.63,495
49,RAMGOPOLY.BO,33.31,33.32,2.60K,Producer Manufacturing,Miscellaneous Manufacturing,97.0,93.0,98.0,92.0,0.995,0.5057,11.78K,7.05K,38.49,5.12,483.00M,No,34.18,24.66,19.48,27.08,22.19,495
50,KETOMOTORS.BO,331.5,332.85,35.23K,Process Industries,Chemicals: Agricultural,97.0,97.0,97.0,98.0,15.9179,6.3357,8.12K,11.33K,367.85,91.4,23.35B,No,257.45,233.79,134.21,256.36,159.55,497
51,SANCODE.BO,578.4,567.15,1.50K,Technology Services,Information Technology Services,97.0,94.0,98.0,97.0,7.4036,0.7286,2.16K,0.75K,578.45,91.95,4.31B,No,507.18,415.85,257.52,455.39,314.2,495
52,RAPICUT.BO,354.8,354.9,34.91K,Non-Energy Minerals,Other Metals/Minerals,97.0,96.0,97.0,96.0,7.7107,2.0429,10.30K,11.88K,376.8,66.66,1.91B,No,321.41,269.87,178.65,293.09,212.92,495
53,PHOTON.BO,348.05,344.65,0.35K,Finance,Investment Managers,97.0,65.0,98.0,97.0,0.725,0.0,0.07K,0.01K,348.05,90.0,946.94M,No,339.77,289.62,161.06,315.82,191.34,496
55,CALLISTA.BO,143.65,149.5,32.50K,Consumer Durables,Home Furnishings,97.0,3.0,21.0,16.0,3.025,0.5,3.74K,9.17K,225.95,18.4,1.37B,No,167.14,174.74,154.27,168.85,174.97,495
56,VOLKAI.BO,172.66,156.61,0.61K,Distribution Services,Wholesale Distributors,97.0,98.0,98.0,98.0,8.04,4.6936,10.33K,20.06K,172.66,40.0,204.25M,No,119.37,97.21,63.38,109.6,75.31,495
57,ARVAYA.BO,121.0,118.95,0.01K,Distribution Services,Medical Distributors,97.0,12.0,97.0,95.0,2.3714,0.4964,0.45K,1.14K,145.0,24.15,5.81B,No,116.27,103.72,65.5,110.94,74.33,497
58,ZELIO.BO,864.4,900.0,6.00K,Consumer Durables,Motor Vehicles,97.0,80.0,95.0,97.0,18.9179,4.4929,23.38K,15.30K,900.6,154.9,18.28B,No,797.3,720.74,486.46,764.17,536.42,222
59,VIVAA.BO,126.0,124.0,10.00K,Consumer Non-Durables,Apparel/Footwear,97.0,88.0,98.0,98.0,1.3821,0.1643,12.84K,1.40K,126.0,31.84,496.12M,No,113.71,98.09,53.84,106.02,62.29,497
60,PARMESHWAR.BO,296.9,298.1,36.00K,Non-Energy Minerals,Other Metals/Minerals,97.0,98.0,90.0,96.0,14.5286,12.6964,17.09K,58.40K,309.95,64.71,4.54B,No,213.27,200.15,159.85,214.07,178.5,404
61,INDOSMC.BO,499.0,485.15,24.00K,Producer Manufacturing,Electrical Products,97.0,86.0,95.0,97.0,26.0179,23.9429,75.36K,66.90K,533.8,134.0,11.40B,No,486.41,438.29,,454.25,294.29,151
64,TRUEGREEN.BO,229.9,231.7,24.66K,Process Industries,Textiles,97.0,87.0,89.0,97.0,13.4964,10.7321,17.98K,44.00K,255.0,52.75,7.58B,No,208.49,196.59,129.4,202.39,162.8,495
66,SJCORP.BO,184.45,182.65,1.26K,Consumer Durables,Other Consumer Specialties,97.0,62.0,98.0,97.0,0.3821,0.1286,0.57K,0.15K,184.45,61.75,8.00B,No,180.08,156.91,92.25,169.21,106.54,497
67,SWASTIKA.BO,177.45,178.4,10.55K,Finance,Investment Banks/Brokers,97.0,97.0,98.0,97.0,10.6357,10.1214,91.54K,33.53K,195.0,43.65,3.57B,No,161.99,114.76,78.65,130.9,83.96,495
68,INTEGFD.BO,141.0,133.7,13.53K,Process Industries,Agricultural Commodities/Milling,97.0,57.0,47.0,98.0,7.7143,7.6071,2.13K,1.84K,158.3,20.71,2.64B,No,138.8,143.82,86.18,142.36,109.88,495
69,DATIWARE.BO,58.5,57.22,1.20K,Process Industries,Agricultural Commodities/Milling,97.0,93.0,98.0,96.0,0.8586,0.1479,0.18K,0.09K,59.52,17.78,292.50M,No,52.95,41.83,28.1,45.81,32.03,497
70,SHAHFOOD.BO,393.15,410.0,1.34K,Consumer Non-Durables,Food: Specialty/Candy,97.0,21.0,98.0,96.0,13.3429,8.8786,0.88K,0.82K,429.0,97.55,9.17B,No,370.31,335.04,201.66,363.62,231.63,497
71,KREONFIN.BO,85.56,83.47,0.94K,Finance,Finance/Rental/Leasing,97.0,39.0,98.0,96.0,5.2979,5.13,38.13K,5.57K,96.89,23.92,101.21M,No,86.7,80.72,45.74,83.57,52.82,495
