Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,GLITTEKG.BO,46.94,25.66K,Non-Energy Minerals,Construction Materials,99.0,98.0,98.0,98.0,84.51K,152.50K,46.94,3.35,1.22B,No
2,EASTINDIA.BO,108.34,0.36K,Process Industries,Containers/Packaging,98.0,30.0,41.0,,3.20K,2.74K,148.0,20.2,1.60B,No
3,SIMANDHAR.BO,133.45,0.52K,Distribution Services,Wholesale Distributors,98.0,98.0,,,13.44K,0.51K,133.45,21.5,407.95M,No
4,BIZOTIC.BO,1030.0,15.60K,Consumer Non-Durables,Apparel/Footwear,98.0,49.0,95.0,98.0,7.17K,3.68K,1053.0,73.4,8.28B,No
5,ISTRNETWK.BO,46.36,22.96K,Commercial Services,Miscellaneous Commercial Services,98.0,17.0,16.0,98.0,98.38K,29.74K,72.15,4.47,3.08B,No
6,SPICEISLIN.BO,298.25,23.92K,Process Industries,Textiles,98.0,96.0,98.0,98.0,20.00K,30.75K,298.25,31.6,1.86B,No
7,AUTOINT.BO,511.0,0.93K,Finance,Finance/Rental/Leasing,98.0,1.0,2.0,97.0,2.15K,1.46K,1031.0,38.72,1.78B,No
8,SYNTHFO.BO,2245.9,1.53K,Producer Manufacturing,Metal Fabrication,98.0,97.0,97.0,98.0,1.63K,1.35K,2400.0,205.5,32.52B,No
9,SESHACHAL.BO,74.99,3.89K,Technology Services,Information Technology Services,98.0,95.0,,,1.25K,3.42K,84.5,15.0,520.70M,No
10,RSTL.BO,395.0,1.50K,Non-Energy Minerals,Steel,98.0,98.0,98.0,98.0,6.29K,4.05K,395.0,75.05,3.27B,No
11,MAGNUS.BO,49.86,4.69K,Commercial Services,Miscellaneous Commercial Services,98.0,92.0,98.0,98.0,3.73K,4.45K,49.86,7.87,168.54M,No
12,SRICC.BO,55.0,2.96K,Non-Energy Minerals,Construction Materials,98.0,1.0,8.0,31.0,3.17K,3.81K,99.29,10.74,495.00M,No
13,APIS.BO,74.82,64.78K,Consumer Non-Durables,Food: Major Diversified,98.0,0.0,97.0,98.0,84.09K,98.78K,110.42,10.68,10.31B,No
14,TELECANOR.BO,38.55,32.62K,Technology Services,Packaged Software,98.0,83.0,98.0,98.0,88.97K,48.80K,46.87,5.37,439.12M,No
15,SOMAPPR.BO,265.5,1.68K,Process Industries,Pulp & Paper,98.0,66.0,98.0,98.0,5.70K,7.92K,290.95,43.89,30.66B,No
17,HIKLASS.BO,36.28,0.00K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,2.38K,0.00K,36.28,6.49,747.24M,No
18,CHECKPOINT.BO,97.55,4.84K,Distribution Services,Medical Distributors,98.0,2.0,92.0,97.0,11.16K,2.97K,144.4,12.22,533.43M,No
19,PANKAJPO.BO,61.96,3.49K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,95.0,98.0,98.0,19.75K,25.22K,75.97,12.84,343.50M,No
20,PHRMASI.BO,118.7,3.71K,Health Technology,Pharmaceuticals: Major,98.0,18.0,98.0,98.0,3.60K,2.20K,131.75,23.6,810.36M,No
21,RRFIN.BO,121.75,21.19K,Finance,Insurance Brokers/Services,98.0,56.0,0.0,95.0,7.15K,2.05K,263.7,11.8,1.35B,No
22,CRIMSON.BO,53.97,0.10K,Non-Energy Minerals,Steel,98.0,76.0,96.0,98.0,0.26K,0.20K,61.35,10.33,238.99M,No
23,AMITSEC.BO,47.42,1.80K,Commercial Services,Miscellaneous Commercial Services,98.0,91.0,18.0,95.0,1.99K,1.30K,67.16,7.28,336.68M,No
24,RRECL.BO,176.1,3.27K,Finance,Real Estate Development,98.0,88.0,64.0,1.0,3.85K,3.47K,335.95,23.05,4.63B,No
26,OMEGAIN.BO,64.1,14.88K,Technology Services,Information Technology Services,98.0,97.0,98.0,98.0,39.13K,29.12K,64.1,6.79,1.83B,No
27,SAFFRON.BO,39.44,7.00K,Finance,Real Estate Development,98.0,98.0,0.0,93.0,15.82K,8.08K,104.13,5.76,283.38M,No
28,TRANSCHEM.BO,151.35,5.60K,Health Technology,Pharmaceuticals: Other,98.0,8.0,98.0,98.0,20.01K,14.13K,194.25,31.1,1.85B,No
29,JETMALL.BO,38.01,6.00K,Distribution Services,Food Distributors,98.0,70.0,97.0,98.0,19.20K,26.40K,44.01,7.0,227.79M,No
30,GHVINFRA.BO,275.45,28.86K,Technology Services,Data Processing Services,98.0,87.0,34.0,27.0,9.16K,11.08K,362.4,34.18,19.85B,No
31,PHCAP.BO,605.5,3.75K,Finance,Investment Banks/Brokers,98.0,93.0,98.0,98.0,15.35K,4.32K,610.0,148.6,1.82B,No
32,INLCM.BO,1622.15,0.76K,Distribution Services,Wholesale Distributors,98.0,89.0,5.0,93.0,2.21K,0.78K,2640.75,156.75,4.34B,No
33,REGAL.BO,37.96,0.55K,Finance,Investment Banks/Brokers,97.0,0.0,,,1.32K,0.48K,63.81,13.55,116.62M,No
35,OSIAJEE.BO,433.7,14.58K,Process Industries,Textiles,97.0,71.0,77.0,94.0,18.54K,24.11K,480.95,85.0,2.34B,No
36,KINETRU.BO,53.4,0.00K,Finance,Finance/Rental/Leasing,97.0,9.0,98.0,,1.88K,0.05K,75.82,20.97,179.42M,No
37,GARNET.BO,99.98,26.24K,Finance,Real Estate Development,97.0,98.0,96.0,97.0,21.88K,50.23K,107.7,21.6,1.39B,No
38,VEL.BO,47.66,34.37K,Distribution Services,Wholesale Distributors,97.0,78.0,93.0,97.0,46.62K,80.80K,51.98,10.26,676.24M,No
39,CMBL.BO,96.75,1.30K,Finance,Regional Banks,97.0,0.0,0.0,66.0,0.18K,0.21K,414.3,17.46,6.13B,No
40,FYNX.BO,73.48,1.35K,Finance,Finance/Rental/Leasing,97.0,72.0,96.0,97.0,2.66K,6.26K,76.56,17.64,1.47B,No
41,GUJINJEC.BO,56.5,29.90K,Distribution Services,Medical Distributors,97.0,97.0,98.0,97.0,65.00K,59.59K,56.69,17.02,827.67M,No
42,OCTAWARE.BO,77.98,3.20K,Technology Services,Information Technology Services,97.0,16.0,98.0,98.0,1.88K,1.28K,98.53,22.09,279.99M,No
