Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,MODMA.BO,49.02,1.70K,Producer Manufacturing,Metal Fabrication,98.0,1.0,70.0,98.0,3.9629,3.1757,2.98K,2.17K,85.79,1.1,5.71B,No,65.34,28.31,63.95,38.3
2,LIPPISYS.BO,259.85,4.99K,Producer Manufacturing,Industrial Machinery,98.0,87.0,98.0,98.0,13.7036,10.7714,39.05K,20.92K,272.95,19.9,1.82B,No,178.3,71.65,192.2,93.02
3,SESHACHAL.BO,77.73,0.16K,Technology Services,Information Technology Services,98.0,5.0,6.0,75.0,4.0971,2.0029,0.90K,3.04K,105.31,2.39,53.97M,No,85.52,69.29,84.18,87.88
4,MRUTR.BO,83.94,1.55K,Finance,Investment Banks/Brokers,98.0,98.0,98.0,98.0,1.4486,0.0,3.20K,1.31K,83.94,0.56,60.64B,No,54.56,21.68,58.46,30.56
5,ISERA.BO,143.9,0.94K,Technology Services,Packaged Software,98.0,88.0,97.0,98.0,0.0,0.0,3.05K,1.57K,143.9,3.01,1.21B,No,117.11,53.81,122.26,73.59
6,APOLLOIN.BO,132.34,0.07K,Process Industries,Agricultural Commodities/Milling,98.0,98.0,98.0,98.0,2.2836,0.0,5.28K,0.74K,132.34,5.16,1.38B,No,85.72,33.26,91.87,46.11
7,TANDHANIN.BO,141.0,3.64K,Finance,Investment Banks/Brokers,98.0,43.0,97.0,98.0,5.5286,4.6036,2.85K,5.06K,164.0,10.48,7.02B,No,136.66,58.13,140.55,78.32
9,SALSAIN.BO,391.15,0.22K,Finance,Financial Conglomerates,98.0,98.0,25.0,98.0,18.9286,8.725,1.03K,0.75K,828.95,14.58,2.73B,No,268.48,230.45,278.9,324.87
10,SAMTELIN.BO,48.26,2.43K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,3.0,95.0,98.0,3.4457,1.585,10.85K,22.85K,72.95,1.89,342.06M,No,54.6,22.64,54.78,31.41
11,JTLDEFENCE.BO,631.35,6.72K,Non-Energy Minerals,Other Metals/Minerals,98.0,97.0,99.0,98.0,15.7857,13.6929,3.05K,1.97K,694.3,55.58,6.65B,No,479.5,185.8,508.67,245.56
