Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,VAGHANI.BO,194.75,1.13K,Consumer Durables,Homebuilding,99.0,97.0,98.0,98.0,23.08K,33.73K,194.75,19.92,3.08B,No
2,EASTINDIA.BO,101.53,1.85K,Process Industries,Containers/Packaging,98.0,89.0,98.0,,3.20K,3.63K,148.0,11.84,1.50B,No
3,SMTEL.BO,203.6,0.00K,Commercial Services,Miscellaneous Commercial Services,98.0,97.0,98.0,,0.01K,0.01K,203.6,23.81,3.36B,No
4,FILTRON.BO,95.46,1.18K,Producer Manufacturing,Industrial Machinery,98.0,97.0,98.0,,0.92K,4.42K,95.46,11.63,249.77M,No
5,CMBL.BO,214.7,0.31K,Finance,Regional Banks,98.0,0.0,81.0,98.0,0.06K,0.12K,414.3,17.46,13.61B,No
6,SRICC.BO,66.57,25.61K,Non-Energy Minerals,Construction Materials,98.0,56.0,5.0,94.0,6.12K,4.00K,99.29,3.63,599.13M,No
7,CHECKPOINT.BO,125.9,6.37K,Distribution Services,Medical Distributors,98.0,92.0,98.0,98.0,15.73K,11.05K,125.9,9.41,688.46M,No
8,CHPLIND.BO,120.0,0.40K,Consumer Durables,Home Furnishings,98.0,96.0,98.0,,4.29K,2.85K,120.0,15.16,365.59M,No
9,APIS.BO,82.48,218.79K,Consumer Non-Durables,Food: Major Diversified,98.0,98.0,98.0,98.0,23.20K,141.52K,86.46,10.68,11.36B,No
10,BPAGRI.BO,85.04,5.79K,Process Industries,Industrial Specialties,98.0,5.0,17.0,93.0,12.68K,6.01K,114.61,13.43,51.24B,No
11,TELECANOR.BO,42.41,322.95K,Technology Services,Packaged Software,98.0,97.0,98.0,98.0,72.21K,89.73K,46.87,5.37,483.09M,No
12,SYNTHFO.BO,1800.0,0.31K,Producer Manufacturing,Metal Fabrication,98.0,87.0,97.0,98.0,1.45K,1.83K,1810.0,200.1,26.06B,No
13,BIZOTIC.BO,842.05,8.40K,Consumer Non-Durables,Apparel/Footwear,98.0,7.0,96.0,98.0,12.45K,10.04K,1049.0,70.06,6.77B,No
14,GHVINFRA.BO,281.8,4.66K,Technology Services,Data Processing Services,98.0,8.0,33.0,90.0,16.61K,6.19K,362.4,18.92,20.31B,No
15,REGAL.BO,60.78,1.50K,Finance,Investment Banks/Brokers,98.0,98.0,,,1.84K,1.65K,60.78,13.55,186.72M,No
