Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,ISERA.BO,151.05,143.9,0.11K,Technology Services,Packaged Software,98.0,74.0,89.0,98.0,0.5107,0.0,1.65K,0.02K,151.05,5.56,1.27B,No,144.26,144.04,77.55,144.61,101.32,497
2,AXISOL.BO,592.15,604.2,14.66K,Technology Services,Information Technology Services,98.0,58.0,96.0,97.0,15.6964,7.3786,6.50K,7.67K,667.75,28.2,27.99B,No,591.38,471.72,266.91,497.62,338.96,498
4,SAMTELIN.BO,40.55,39.76,5.84K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,63.0,3.0,95.0,0.89,0.4964,12.94K,6.18K,72.95,1.89,287.42M,No,38.97,45.55,29.04,43.48,38.2,270
5,APOLLOIN.BO,101.87,97.02,0.25K,Process Industries,Agricultural Commodities/Milling,98.0,3.0,88.0,98.0,4.4714,0.0586,2.91K,5.57K,146.05,5.16,1.06B,No,92.41,111.49,50.9,110.55,68.51,497
6,MRUTR.BO,92.55,94.4,5.49K,Finance,Investment Banks/Brokers,98.0,72.0,97.0,98.0,3.0836,1.0193,21.68K,40.21K,115.3,0.93,66.86B,No,98.62,88.4,37.59,91.11,51.15,497
7,JTLDEFENCE.BO,839.25,856.35,0.48K,Non-Energy Minerals,Other Metals/Minerals,98.0,98.0,97.0,98.0,32.2036,11.05,4.14K,6.29K,924.0,55.58,8.83B,No,696.93,644.12,289.91,668.91,388.58,498
8,SOURCEIND.BO,57.47,56.35,0.20K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,1.0514,0.0036,0.37K,0.31K,57.47,4.18,655.34M,No,47.39,36.82,16.28,40.01,21.87,498
9,TANDHANIN.BO,159.85,153.95,1.36K,Finance,Investment Banks/Brokers,98.0,94.0,76.0,98.0,10.7607,9.6893,7.46K,4.77K,175.0,10.48,7.96B,No,148.86,147.82,80.73,148.78,108.84,497
10,SESHACHAL.BO,66.4,66.49,3.04K,Technology Services,Information Technology Services,98.0,15.0,3.0,2.0,0.9571,0.695,0.68K,0.36K,105.31,15.0,4.61M,No,68.23,71.22,78.38,72.41,88.11,499
11,SALSAIN.BO,304.15,320.15,0.44K,Finance,Financial Conglomerates,98.0,1.0,86.0,7.0,21.1214,17.7107,0.61K,0.30K,828.95,14.58,2.12B,No,353.22,352.43,287.5,355.5,371.36,497
12,MAXGROW.BO,188.65,192.45,106.62K,Commercial Services,Personnel Services,98.0,98.0,98.0,98.0,5.1379,1.7979,32.58K,41.51K,196.45,14.05,7.54B,No,161.54,114.08,66.4,126.6,76.84,497
13,VINRKLB.BO,56.05,57.19,0.05K,Health Technology,Pharmaceuticals: Major,98.0,96.0,93.0,92.0,1.1414,0.0979,2.50K,8.71K,59.4,4.5,623.04M,No,50.99,38.68,29.32,40.6,38.42,497
14,MODMA.BO,37.53,39.5,3.50K,Producer Manufacturing,Metal Fabrication,98.0,1.0,0.0,96.0,1.8393,1.1279,1.35K,2.24K,85.79,2.28,4.37B,No,46.59,48.48,35.5,46.29,46.85,497
15,HARCR.BO,33.78,33.12,0.12K,Producer Manufacturing,Auto Parts: Oem,98.0,98.0,99.0,98.0,0.6157,0.0,0.18K,0.27K,33.78,3.82,354.69M,No,27.4,18.9,10.07,20.94,12.11,498
16,LIPPISYS.BO,210.4,219.15,8.59K,Producer Manufacturing,Industrial Machinery,98.0,14.0,83.0,98.0,12.0393,11.0107,18.97K,12.72K,281.2,23.81,1.47B,No,219.04,234.82,106.5,233.56,138.78,496
17,INDUSFINL.BO,302.5,296.6,4.90K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,5.9464,1.2393,8.56K,6.57K,302.5,38.94,2.80B,No,249.55,199.35,104.58,214.22,131.16,496
18,ASIACAP.BO,125.8,123.35,0.10K,Finance,Finance/Rental/Leasing,98.0,91.0,98.0,98.0,2.295,0.8214,0.66K,0.15K,126.0,17.37,388.97M,No,114.67,100.48,52.7,104.11,68.67,497
19,NEWMKTAVE.BO,67.05,67.05,0.00K,Finance,Investment Managers,98.0,90.0,97.0,98.0,0.0936,0.0,,,67.05,9.1,686.59M,No,65.96,53.99,27.02,57.14,35.09,497
22,APPL.BO,346.5,353.55,18.40K,Distribution Services,Medical Distributors,98.0,93.0,95.0,96.0,8.0286,4.3143,14.48K,12.48K,360.6,32.32,5.94B,No,320.49,284.84,173.88,293.49,212.69,242
23,KARTKIN.BO,7500.0,7849.9502,0.00K,Finance,Financial Conglomerates,98.0,5.0,48.0,98.0,377.4143,235.3572,0.02K,0.02K,10741.85,1087.8,1.83B,No,8492.66,8673.37,5156.25,8498.75,6723.01,498
24,RANJITSE.BO,61.45,55.75,0.00K,Finance,Finance/Rental/Leasing,98.0,24.0,30.0,1.0,1.8629,1.6279,0.14K,0.05K,122.1,6.24,165.14M,No,60.47,60.67,,60.71,72.38,198
26,DUKEOFS.BO,73.24,71.81,3.21K,Retail Trade,Specialty Stores,98.0,97.0,98.0,97.0,1.34,0.0014,8.18K,4.45K,73.24,13.12,721.94M,No,60.4,46.32,25.5,50.59,30.79,496
27,SANCODE.BO,718.05,704.0,3.00K,Technology Services,Information Technology Services,98.0,96.0,98.0,96.0,11.6286,1.0036,2.10K,3.45K,718.05,91.95,5.35B,No,604.61,496.49,283.54,531.55,350.39,496
28,GLITTEKG.BO,72.5,73.24,5.64K,Non-Energy Minerals,Construction Materials,98.0,82.0,96.0,76.0,2.8643,1.9107,12.86K,23.56K,83.3,9.39,1.88B,No,69.13,63.68,44.29,66.37,53.52,496
29,PANKAJPO.BO,123.5,130.0,6.38K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,95.0,96.0,93.0,8.1964,2.6414,18.79K,22.18K,179.05,16.42,684.67M,No,130.0,102.85,68.26,109.22,79.38,496
30,SHANTAI.BO,90.25,91.16,90.72K,Process Industries,Textiles,98.0,51.0,35.0,93.0,0.2386,0.1214,6.78K,27.34K,102.01,11.69,676.88M,No,91.2,92.09,63.98,91.78,82.77,496
31,PARMSILK.BO,323.4,325.0,0.00K,Process Industries,Textiles,98.0,33.0,95.0,98.0,12.9429,11.6214,1.03K,0.12K,472.35,58.24,970.56M,No,326.75,341.5,171.66,328.72,214.29,364
34,PURPLEWAVE.BO,405.0,406.3,2.00K,Technology Services,Packaged Software,98.0,96.0,98.0,98.0,18.3607,9.425,35.90K,7.80K,431.0,95.1,3.74B,No,385.67,265.57,,289.58,173.57,195
36,PARMAX.BO,135.05,133.75,6.33K,Health Technology,Pharmaceuticals: Major,98.0,90.0,98.0,98.0,0.2786,0.0036,12.01K,0.93K,135.05,22.6,505.26M,No,131.33,114.53,57.02,119.53,68.43,495
37,SIMANDHAR.BO,149.9,142.9,0.00K,Distribution Services,Wholesale Distributors,98.0,44.0,39.0,64.0,6.7071,5.0821,1.90K,0.10K,189.1,21.5,458.23M,No,151.94,149.28,,150.28,141.76,184
38,TRANSCHEM.BO,392.1,386.95,4.88K,Health Technology,Pharmaceuticals: Other,98.0,92.0,88.0,95.0,14.5036,13.8357,5.85K,3.79K,394.0,57.95,4.80B,No,353.65,338.37,228.32,344.73,258.97,496
39,AJCJEWEL.BO,312.7,297.9,15.60K,Consumer Durables,Other Consumer Specialties,97.0,98.0,98.0,97.0,13.1929,6.2321,12.97K,9.48K,312.7,71.15,1.90B,No,216.36,159.23,114.44,176.74,126.12,303
40,VOLKAI.BO,187.8,178.9,25.84K,Distribution Services,Wholesale Distributors,97.0,98.0,98.0,98.0,11.4321,8.4043,9.87K,10.54K,190.3,40.0,222.16M,No,157.97,118.87,70.99,128.16,83.85,499
41,HIKLASS.BO,90.0,86.93,0.70K,Finance,Investment Banks/Brokers,97.0,67.0,62.0,92.0,2.6143,2.5321,12.43K,37.12K,108.35,14.05,2.72B,No,90.56,84.37,62.77,86.5,78.56,497
43,SHENTRA.BO,119.15,125.4,0.01K,Process Industries,Chemicals: Specialty,97.0,23.0,81.0,93.0,1.0964,0.4714,0.13K,0.01K,134.85,16.65,528.80M,No,130.43,127.01,78.68,128.3,95.31,238
45,STEELCO.BO,247.9,243.05,10.02K,Non-Energy Minerals,Steel,97.0,94.0,92.0,97.0,7.2321,4.6464,12.32K,8.80K,269.1,15.0,1.56B,No,244.6,184.02,120.02,194.79,150.32,498
46,STDSFAC.BO,150.82,143.64,64.64K,Consumer Non-Durables,Household/Personal Care,97.0,99.0,98.0,97.0,7.8729,2.2271,8.28K,26.20K,150.82,44.1,1.25B,No,90.65,67.76,55.88,76.7,60.2,496
47,PHCAP.BO,1037.4,1056.2,1.16K,Finance,Investment Banks/Brokers,97.0,71.0,68.0,89.0,47.8179,47.7107,3.73K,4.35K,1158.9,165.05,3.11B,No,1072.26,1028.24,715.91,1039.88,844.96,496
48,VIVAA.BO,134.0,134.0,2.00K,Consumer Non-Durables,Apparel/Footwear,97.0,91.0,98.0,98.0,0.875,0.1429,5.97K,1.11K,134.0,31.84,527.62M,No,125.88,110.72,58.65,116.18,68.89,497
49,STELLANT.BO,980.4,982.7,1.52K,Finance,Investment Banks/Brokers,97.0,55.0,96.0,83.0,55.8571,55.7964,8.06K,3.03K,1104.6,135.6,5.57B,No,1035.03,870.85,634.39,917.03,701.22,497
50,SURBHIN.BO,99.52,99.65,0.39K,Process Industries,Textiles,97.0,41.0,28.0,94.0,5.9993,3.2293,3.89K,2.50K,249.65,17.06,342.09M,No,93.69,98.13,82.18,101.85,104.7,497
51,PHOTON.BO,355.0,351.5,0.04K,Finance,Investment Managers,97.0,77.0,98.0,97.0,0.7393,0.0,0.07K,0.03K,355.0,90.0,965.85M,No,347.05,328.57,174.69,339.71,206.87,496
52,TRADWIN.BO,465.7,465.7,0.01K,Consumer Services,Other Consumer Services,97.0,0.0,4.0,6.0,8.9036,0.8179,0.06K,0.04K,846.45,47.04,1.40B,No,538.85,577.82,568.27,562.77,584.15,498
53,EMROCK.BO,251.5,255.7,3.39K,Consumer Durables,Homebuilding,97.0,23.0,29.0,27.0,12.0536,10.9286,2.61K,2.07K,305.95,27.98,3.98B,No,264.56,261.21,250.52,260.92,269.0,496
54,PRARUH.BO,151.8,144.6,74.00K,Technology Services,Information Technology Services,97.0,98.0,98.0,97.0,6.8164,3.4914,41.11K,46.00K,151.8,45.0,2.11B,No,113.55,86.05,61.17,93.67,66.43,240
55,KELENRG.BO,12032.5,11796.5996,0.88K,Process Industries,Industrial Specialties,97.0,23.0,98.0,98.0,323.6107,131.0356,1.96K,1.05K,14800.0,2900.0,12.03B,No,13113.05,10881.9,5868.2,11193.34,6893.8,496
57,SAPL.BO,6223.0,6003.6499,1.24K,Producer Manufacturing,Industrial Machinery,97.0,98.0,98.0,97.0,219.9965,112.2929,0.29K,0.02K,6303.8,1840.95,29.65B,No,4516.06,3943.01,2607.56,4208.22,2940.25,497
58,KUBERJI.BO,50.06,47.68,48.59K,Finance,Financial Conglomerates,97.0,96.0,98.0,98.0,3.3293,2.345,30.98K,46.48K,56.22,10.51,171.86M,No,48.39,33.86,21.19,37.33,24.97,496
59,RSCINT.BO,89.41,87.66,9.77K,Process Industries,Chemicals: Specialty,97.0,97.0,98.0,97.0,1.7557,0.4536,12.55K,22.55K,89.41,22.42,514.08M,No,75.92,58.74,45.39,63.82,40.02,496
60,DATIWARE.BO,62.22,61.0,0.20K,Process Industries,Agricultural Commodities/Milling,97.0,86.0,98.0,96.0,0.43,0.16,0.19K,0.11K,62.22,18.66,311.10M,No,59.24,49.98,30.71,52.32,34.67,499
61,ACFSL.BO,69.0,66.3,1.20K,Finance,Investment Banks/Brokers,97.0,51.0,95.0,98.0,0.8321,0.0007,0.72K,0.53K,82.09,20.04,,No,59.57,61.3,33.48,63.19,39.23,499
62,SPICEISLIN.BO,90.15,90.45,13.41K,Process Industries,Textiles,97.0,26.0,43.0,92.0,6.4557,6.2007,63.28K,49.09K,110.0,14.2,2.81B,No,96.3,98.29,68.21,97.02,79.93,499
63,CELLA.BO,41.98,40.2,20.28K,Process Industries,Pulp & Paper,97.0,97.0,97.0,97.0,3.0971,2.4521,30.42K,67.29K,44.7,11.65,845.95M,No,34.96,28.77,18.31,30.81,20.72,496
64,ARVAYA.BO,121.7,115.95,0.43K,Distribution Services,Medical Distributors,97.0,87.0,97.0,95.0,5.5929,3.8286,0.54K,0.69K,145.0,29.33,5.84B,No,119.23,116.71,69.91,120.01,79.02,498
66,NEELKAN.BO,57.49,58.66,1.00K,Non-Energy Minerals,Construction Materials,97.0,37.0,95.0,97.0,1.7336,1.1286,5.39K,1.81K,63.0,14.51,289.96M,No,59.26,53.58,29.31,54.54,34.74,496
67,SKM.BO,484.1,461.05,15.00K,Process Industries,Chemicals: Major Diversified,97.0,85.0,87.0,98.0,14.8179,13.1321,18.79K,24.60K,502.0,102.05,5.93B,No,457.83,452.24,277.6,457.68,335.96,228
69,PARMESHWAR.BO,312.0,322.2,5.00K,Non-Energy Minerals,Other Metals/Minerals,97.0,98.0,94.0,96.0,19.1321,16.1714,23.81K,46.70K,342.85,64.71,4.78B,No,287.38,229.79,174.82,239.21,191.24,417
72,SJCORP.BO,188.1,186.25,0.06K,Consumer Durables,Other Consumer Specialties,97.0,77.0,98.0,96.0,0.3893,0.1286,0.64K,0.28K,188.1,61.75,8.16B,No,183.91,176.48,98.87,181.26,114.48,497
73,SHAHFOOD.BO,401.6,399.0,0.28K,Consumer Non-Durables,Food: Specialty/Candy,97.0,89.0,98.0,96.0,31.1607,28.8,1.15K,1.42K,439.0,97.55,9.36B,No,392.14,377.52,217.57,385.72,247.83,498
74,NATHUEC.BO,38.65,39.26,3.32K,Transportation,Air Freight/Couriers,97.0,78.0,59.0,97.0,0.5057,0.3986,3.43K,0.98K,40.23,8.6,160.22M,No,38.03,35.25,22.9,35.6,27.28,496
75,SHHARICH.BO,267.35,254.65,9.79K,Process Industries,Chemicals: Specialty,97.0,97.0,98.0,96.0,14.725,7.1321,12.98K,46.76K,300.95,87.65,1.69B,No,219.92,175.05,127.67,190.05,134.96,496
76,INDOSMC.BO,495.95,489.55,19.00K,Producer Manufacturing,Electrical Products,96.0,41.0,94.0,97.0,26.9643,25.225,70.83K,70.30K,533.8,134.0,11.34B,No,498.7,464.77,,473.49,317.22,164
77,COSPOWER.BO,2680.0,2560.0,2.12K,Producer Manufacturing,Electrical Products,96.0,96.0,93.0,96.0,93.1571,73.9214,0.81K,2.16K,2685.0,598.05,4.92B,No,2120.03,1998.11,1343.21,2083.16,1541.98,497
78,KANELIND.BO,75.0,73.64,0.81K,Process Industries,Agricultural Commodities/Milling,96.0,91.0,95.0,98.0,5.9379,5.5114,3.43K,1.71K,92.0,10.0,1.18B,No,78.13,68.37,39.15,70.92,43.4,498
83,HIIL.BO,472.35,467.7,3.58K,Producer Manufacturing,Electrical Products,96.0,77.0,73.0,97.0,0.9857,0.0,0.65K,0.47K,472.35,121.33,10.22B,No,461.76,448.45,294.31,451.98,358.35,498
86,ZELIO.BO,812.0,833.7,17.00K,Consumer Durables,Motor Vehicles,96.0,55.0,91.0,95.0,24.0429,16.0786,21.18K,12.75K,900.6,154.9,17.17B,No,860.57,791.16,516.26,808.88,574.12,235
87,SMTEL.BO,349.05,367.3,0.19K,Commercial Services,Miscellaneous Commercial Services,96.0,19.0,18.0,5.0,21.6286,20.0464,1.05K,1.56K,594.35,52.25,6.31B,No,366.28,422.71,367.28,411.45,418.73,497
89,MEGAMONT.BO,185.95,184.05,6.13K,Non-Energy Minerals,Forest Products,96.0,88.0,83.0,95.0,6.6536,6.0643,0.56K,0.94K,206.0,40.1,6.20B,No,169.53,161.5,122.62,163.38,151.94,496
90,TEJASSVI.BO,60.22,62.49,4.51K,Process Industries,Textiles,96.0,15.0,91.0,92.0,4.965,4.7793,60.57K,4.06K,74.0,13.8,3.50B,No,64.04,63.09,39.97,63.49,46.8,496
92,RAPICUT.BO,322.0,328.55,4.62K,Non-Energy Minerals,Other Metals/Minerals,96.0,51.0,96.0,94.0,7.2679,5.1571,10.29K,11.18K,376.8,66.66,1.73B,No,349.19,301.25,193.69,308.13,224.42,496
93,SUGSLLOYD.BO,272.9,266.85,77.00K,Utilities,Alternative Power Generation,96.0,95.0,97.0,96.0,19.9107,19.1107,71.89K,90.50K,296.8,82.5,6.34B,No,224.47,182.89,130.61,191.78,143.69,257
95,BEEZAASAN.BO,595.05,583.4,101.60K,Process Industries,Industrial Specialties,96.0,91.0,96.0,97.0,11.1714,1.7786,18.45K,8.24K,595.05,177.05,9.02B,No,555.09,463.84,296.0,482.99,328.13,383
96,INTEGFD.BO,13.8,14.05,1.86K,Process Industries,Agricultural Commodities/Milling,96.0,34.0,30.0,96.0,0.4589,0.2539,35.60K,91.31K,16.32,2.07,2.58B,No,14.37,14.41,9.37,14.33,11.8,500
98,RGIL.BO,54.39,55.5,0.21K,Process Industries,Pulp & Paper,96.0,66.0,89.0,95.0,0.9586,0.4307,44.55K,0.78K,63.8,14.65,3.58B,No,56.91,56.97,38.07,57.3,42.76,499
100,VEERHEALTH.BO,49.88,49.98,68.27K,Health Technology,Pharmaceuticals: Other,96.0,67.0,96.0,95.0,2.1921,2.1921,139.39K,87.61K,52.0,16.7,997.52M,No,49.62,45.43,27.37,46.53,31.28,496
102,MSAFE.BO,319.6,305.4,69.00K,Producer Manufacturing,Building Products,96.0,97.0,97.0,96.0,15.0536,14.1643,52.67K,69.50K,320.65,102.0,6.52B,No,257.1,220.9,,230.58,172.58,155
103,CHEMIESYNT.BO,98.71,89.54,0.01K,Process Industries,Chemicals: Specialty,96.0,92.0,92.0,95.0,0.9593,0.0,0.01K,0.01K,98.71,30.98,303.04M,No,87.9,79.95,56.02,82.84,64.27,498
104,CAPRICORN.BO,30.79,31.41,401.35K,Technology Services,Information Technology Services,96.0,97.0,98.0,96.0,0.5821,0.0557,238.71K,624.61K,31.41,9.41,861.26M,No,26.39,21.22,15.7,22.53,15.41,498
105,SWASTIKA.BO,150.85,150.05,2.06K,Finance,Investment Banks/Brokers,96.0,5.0,98.0,96.0,8.4393,8.3893,93.73K,9.31K,195.0,43.65,3.03B,No,168.91,138.23,82.98,148.27,90.2,496
107,RAMGOPOLY.BO,27.29,27.84,2.26K,Producer Manufacturing,Miscellaneous Manufacturing,96.0,1.0,95.0,75.0,0.6679,0.3171,10.30K,4.16K,38.49,5.12,395.71M,No,31.88,28.0,20.88,29.05,22.78,496
108,JAYKAILASH.BO,63.27,61.75,115.20K,Consumer Non-Durables,Food: Specialty/Candy,96.0,69.0,94.0,98.0,4.4464,3.8979,58.44K,51.20K,75.65,10.73,316.16M,No,67.02,51.01,31.03,54.54,34.9,497
113,JOJO.BO,226.0,221.6,65.50K,Consumer Services,Movies/Entertainment,95.0,95.0,97.0,93.0,8.0286,5.6464,77.11K,96.48K,230.0,69.25,15.59B,No,194.15,157.29,126.94,169.42,131.41,499
114,KETOMOTORS.BO,241.75,254.45,2.59K,Process Industries,Chemicals: Agricultural,95.0,47.0,91.0,96.0,20.8143,18.5679,6.14K,9.01K,367.85,91.4,17.03B,No,299.1,255.47,145.98,257.49,169.51,498
117,ATVOENT.BO,40.44,42.02,28.64K,Consumer Non-Durables,Apparel/Footwear,95.0,82.0,95.0,93.0,2.3343,2.2564,70.74K,85.12K,45.89,12.0,4.33B,No,41.36,36.21,24.87,36.91,28.67,496
119,MAYUR.BO,40.33,38.41,33.06K,Consumer Non-Durables,Apparel/Footwear,95.0,98.0,97.0,95.0,2.3507,1.695,15.35K,19.12K,40.33,12.75,194.99M,No,32.48,26.8,22.59,28.35,23.11,496
121,SVRL.BO,538.25,522.85,15.51K,Process Industries,Agricultural Commodities/Milling,95.0,58.0,98.0,93.0,30.1536,29.9857,19.80K,14.70K,559.7,207.0,11.91B,No,513.61,465.73,317.49,481.94,335.7,497
124,TELGE.BO,218.05,214.95,15.60K,Industrial Services,Engineering & Construction,95.0,91.0,97.0,94.0,10.3607,9.4071,28.02K,27.00K,233.45,77.05,2.13B,No,199.23,179.86,124.78,182.84,133.37,239
125,MODINSU.BO,443.1,444.2,22.16K,Producer Manufacturing,Electrical Products,95.0,40.0,34.0,91.0,24.1714,21.9143,55.90K,41.23K,579.0,122.25,20.89B,No,430.06,467.89,337.45,465.26,395.22,496
127,SMEL.BO,21.05,21.05,5.00K,Commercial Services,Commercial Printing/Forms,95.0,98.0,97.0,94.0,0.4214,0.0107,2.46K,2.00K,21.05,7.91,231.55M,No,18.89,14.7,11.37,16.12,12.98,495
128,KREONFIN.BO,85.87,85.93,6.95K,Finance,Finance/Rental/Leasing,95.0,62.0,86.0,96.0,5.4229,5.3964,11.69K,5.76K,96.89,23.92,101.58M,No,85.26,84.56,48.79,85.77,56.42,496
