Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,TANDHANIN.BO,143.8,2.32K,Finance,Investment Banks/Brokers,98.0,95.0,98.0,98.0,3.1,1.225,0.55K,2.65K,149.55,10.48,7.16B,No,102.44,41.37,107.23,55.48
2,JTLDEFENCE.BO,437.9,3.24K,Non-Energy Minerals,Other Metals/Minerals,98.0,93.0,99.0,98.0,4.2571,0.0,2.46K,0.69K,437.9,51.23,4.61B,No,301.67,123.41,330.54,153.09
3,SMTEL.BO,423.55,0.69K,Commercial Services,Miscellaneous Commercial Services,98.0,76.0,19.0,97.0,30.225,28.7214,1.42K,0.53K,494.85,17.45,7.65B,No,417.53,267.26,414.97,350.95
4,MRUTR.BO,53.65,0.90K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,0.925,0.0,0.51K,1.14K,53.65,0.46,38.76B,No,34.76,13.68,36.77,19.4
5,APOLLOIN.BO,84.04,1.05K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,1.4493,0.01,5.05K,4.67K,84.04,5.16,874.02M,No,56.64,21.12,59.67,28.46
6,LIPPISYS.BO,226.52,21.53K,Producer Manufacturing,Industrial Machinery,98.0,99.0,98.0,98.0,11.3507,6.9964,36.64K,53.68K,226.52,19.9,1.59B,No,95.74,47.54,106.63,58.82
7,KETOMOTORS.BO,179.4,9.99K,Process Industries,Chemicals: Agricultural,98.0,96.0,96.0,95.0,2.8714,2.2643,5.08K,9.91K,179.4,4.57,12.64B,No,123.78,99.49,130.9,104.57
8,ISERA.BO,124.17,2.91K,Technology Services,Packaged Software,98.0,98.0,97.0,98.0,2.4629,0.0014,3.49K,7.51K,676.67,1.5,1.04B,No,86.09,37.65,89.56,52.27
9,SAMTELIN.BO,59.94,60.52K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,96.0,98.0,98.0,1.2779,0.3843,4.86K,9.44K,62.4,1.89,424.85M,No,41.85,15.85,43.99,22.51
10,MODMA.BO,64.69,0.20K,Producer Manufacturing,Metal Fabrication,98.0,10.0,98.0,98.0,1.335,0.2079,3.61K,1.54K,85.79,1.1,7.54B,No,64.36,21.78,66.49,30.1
11,SELECTRIC.BO,1137.58,0.22K,Electronic Technology,Electronic Production Equipment,98.0,,,,70.1771,2.7493,0.07K,0.10K,1137.58,155.1,13.76B,No,,,,
12,SESHACHAL.BO,92.48,0.15K,Technology Services,Information Technology Services,98.0,26.0,10.0,97.0,0.1336,0.0,0.28K,0.01K,105.31,2.39,64.21M,No,96.53,61.85,96.01,81.91
14,SALSAIN.BO,214.9,0.05K,Finance,Financial Conglomerates,98.0,3.0,0.0,98.0,14.0429,13.7607,1.26K,0.43K,828.95,14.58,1.50B,No,313.41,196.42,290.33,280.68
15,CALLISTA.BO,186.0,0.02K,Consumer Durables,Home Furnishings,98.0,89.0,8.0,94.0,2.1143,0.6607,2.13K,0.31K,225.95,8.33,752.67M,No,164.54,123.62,161.21,158.79
