Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,RANJITSE.BO,83.6,0.12K,Finance,Finance/Rental/Leasing,98.0,81.0,95.0,,0.81K,1.32K,122.1,6.24,224.67M,No
2,ZSANMCOM.BO,91.39,0.10K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,0.10K,0.14K,91.39,10.48,4.55B,No
3,EMROCK.BO,297.0,4.08K,Consumer Durables,Homebuilding,98.0,89.0,76.0,,7.65K,3.00K,305.95,24.19,4.70B,No
4,SMTEL.BO,387.2,0.21K,Commercial Services,Miscellaneous Commercial Services,98.0,26.0,86.0,98.0,1.90K,0.24K,494.85,23.81,7.00B,No
5,SURBHIN.BO,186.5,13.09K,Process Industries,Textiles,98.0,98.0,98.0,98.0,1.64K,8.33K,186.5,10.52,641.08M,No
7,KARTKIN.BO,10230.35,0.43K,Finance,Financial Conglomerates,98.0,98.0,98.0,98.0,0.01K,0.01K,10230.35,987.0,2.50B,No
8,SALSAIN.BO,278.45,0.77K,Finance,Financial Conglomerates,98.0,0.0,97.0,98.0,0.93K,2.13K,828.95,14.58,1.94B,No
9,SAMTELIN.BO,37.4,5.04K,Electronic Technology,Computer Peripherals,98.0,97.0,98.0,,1.54K,2.48K,37.4,2.83,265.09M,No
10,TRADWIN.BO,662.0,0.07K,Consumer Services,Other Consumer Services,98.0,92.0,14.0,,0.08K,0.07K,846.45,56.44,1.99B,No
11,MAGNUS.BO,212.25,18.47K,Commercial Services,Miscellaneous Commercial Services,98.0,98.0,98.0,98.0,24.54K,102.77K,223.4,8.33,717.47M,No
12,HIKLASS.BO,99.75,0.20K,Finance,Investment Banks/Brokers,98.0,95.0,98.0,98.0,3.33K,1.32K,108.35,6.49,3.01B,No
14,MODMA.BO,69.73,4.10K,Producer Manufacturing,Metal Fabrication,98.0,98.0,98.0,,2.36K,3.23K,81.11,1.73,8.13B,No
15,INDSOYA.BO,47.44,16.55K,Process Industries,Agricultural Commodities/Milling,98.0,98.0,98.0,98.0,3.07K,12.33K,53.48,5.16,493.38M,No
16,COVANCE.BO,171.3,0.53K,Technology Services,Information Technology Services,98.0,37.0,67.0,97.0,5.06K,0.46K,171.34,9.98,3.79B,No
17,STELLANT.BO,545.9,1.79K,Finance,Investment Banks/Brokers,98.0,16.0,9.0,96.0,4.78K,1.89K,683.8,24.07,3.02B,No
18,BELDING.BO,1381.5,0.61K,Producer Manufacturing,Metal Fabrication,98.0,32.0,98.0,98.0,0.55K,0.50K,1847.05,405.4,20.00B,No
19,SHANTAI.BO,102.01,88.44K,Process Industries,Textiles,98.0,97.0,98.0,98.0,8.49K,10.82K,102.01,11.15,765.08M,No
20,SIMANDHAR.BO,149.9,0.59K,Distribution Services,Wholesale Distributors,98.0,79.0,92.0,,9.96K,6.63K,151.95,21.5,458.23M,No
21,CALLISTA.BO,141.65,4.62K,Consumer Durables,Home Furnishings,98.0,0.0,19.0,97.0,3.62K,5.81K,225.95,15.16,431.55M,No
22,EMAINDIA.BO,663.45,2.97K,Producer Manufacturing,Industrial Machinery,98.0,96.0,98.0,98.0,4.62K,2.93K,663.45,86.5,666.77M,No
23,VINRKLB.BO,40.91,3.03K,Health Technology,Pharmaceuticals: Major,98.0,39.0,98.0,,7.42K,1.64K,46.65,6.75,246.61M,No
24,IDREAM.BO,371.95,0.15K,Consumer Services,Movies/Entertainment,98.0,,,,0.12K,0.12K,373.65,342.2,55.79M,No
25,SPICEISLIN.BO,357.2,31.02K,Process Industries,Textiles,98.0,89.0,91.0,98.0,10.75K,20.67K,372.0,41.66,2.23B,No
27,GLITTEKG.BO,45.48,16.49K,Non-Energy Minerals,Construction Materials,98.0,1.0,77.0,98.0,65.27K,45.11K,80.2,5.47,1.18B,No
28,EASTINDIA.BO,97.0,0.09K,Process Industries,Containers/Packaging,98.0,10.0,23.0,15.0,3.43K,1.01K,148.0,46.2,1.43B,No
29,MSCTC.BO,66.4,0.25K,Non-Energy Minerals,Steel,98.0,2.0,2.0,97.0,1.44K,2.08K,123.4,9.64,5.28B,No
30,DESIFARMS.BO,608.6,0.46K,Transportation,Air Freight/Couriers,98.0,15.0,80.0,98.0,0.30K,0.20K,793.05,88.87,602.26M,No
31,APPL.BO,185.0,50.00K,Distribution Services,Medical Distributors,98.0,93.0,97.0,98.0,19.69K,25.00K,185.8,32.32,3.17B,No
33,GUJINJEC.BO,103.0,76.69K,Distribution Services,Medical Distributors,98.0,83.0,97.0,98.0,35.73K,16.07K,115.5,19.0,1.51B,No
