Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,SIMANDHAR.BO,133.0,0.10K,Distribution Services,Wholesale Distributors,99.0,92.0,98.0,,13.59K,11.90K,138.75,21.5,406.57M,No
2,BELDING.BO,1559.3,0.87K,Producer Manufacturing,Metal Fabrication,98.0,98.0,98.0,98.0,0.38K,0.79K,1847.05,235.3,22.58B,No
3,GLITTEKG.BO,41.07,103.49K,Non-Energy Minerals,Construction Materials,98.0,0.0,98.0,98.0,101.51K,81.61K,80.2,4.4,1.07B,No
4,HIKLASS.BO,59.03,0.00K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,3.05K,20.00K,59.03,6.49,1.78B,No
5,VINRKLB.BO,37.6,3.23K,Health Technology,Pharmaceuticals: Major,98.0,97.0,,,5.76K,4.85K,37.6,6.75,226.65M,No
6,SWADEIN.BO,90.34,5.24K,Process Industries,Textiles,98.0,4.0,3.0,94.0,18.99K,9.93K,164.0,6.57,977.29M,No
7,MIDWEST.BO,4679.1,0.97K,Non-Energy Minerals,Precious Metals,98.0,62.0,73.0,96.0,5.84K,7.70K,5900.0,331.75,60.35B,No
8,SERIND.BO,683.0,0.21K,Transportation,Air Freight/Couriers,98.0,59.0,97.0,98.0,1.20K,1.38K,793.05,88.87,675.89M,No
9,UPROTECH.BO,32.05,0.25K,Technology Services,Information Technology Services,98.0,98.0,98.0,,0.46K,1.14K,32.05,5.37,195.02M,No
10,EASTINDIA.BO,102.37,0.31K,Process Industries,Containers/Packaging,98.0,38.0,90.0,98.0,3.84K,3.06K,148.0,29.8,1.51B,No
11,ZSANMCOM.BO,55.8,0.20K,Finance,Investment Banks/Brokers,98.0,98.0,98.0,98.0,0.04K,0.04K,55.8,10.48,2.78B,No
12,SPICEISLIN.BO,285.05,6.57K,Process Industries,Textiles,98.0,92.0,97.0,98.0,17.33K,6.80K,313.15,41.66,1.78B,No
13,SHANTAI.BO,59.0,0.41K,Process Industries,Textiles,98.0,98.0,98.0,98.0,6.40K,5.39K,59.0,11.15,442.50M,No
14,GDLLEAS.BO,77.99,0.74K,Finance,Finance/Rental/Leasing,98.0,3.0,3.0,98.0,3.46K,1.70K,169.8,9.62,390.74M,No
15,ISTRNETWK.BO,39.45,25.37K,Commercial Services,Miscellaneous Commercial Services,98.0,79.0,34.0,97.0,42.56K,41.10K,72.15,4.69,2.69B,No
16,BIZOTIC.BO,899.65,4.80K,Consumer Non-Durables,Apparel/Footwear,98.0,43.0,82.0,96.0,5.74K,6.12K,1053.0,81.0,7.23B,No
17,TITANBIO.BO,504.0,259.69K,Health Technology,Biotechnology,98.0,98.0,98.0,97.0,107.00K,106.20K,504.0,74.73,20.82B,No
18,AMITSEC.BO,57.33,0.64K,Commercial Services,Miscellaneous Commercial Services,98.0,89.0,96.0,93.0,1.79K,0.62K,67.16,7.28,407.04M,No
19,MAXGROW.BO,42.37,1.83K,Commercial Services,Personnel Services,98.0,91.0,,,28.34K,43.90K,73.36,12.15,1.69B,No
20,CHMBBRW.BO,32.98,8.26K,Consumer Non-Durables,Beverages: Alcoholic,98.0,98.0,96.0,91.0,22.61K,24.15K,45.87,3.5,246.98M,No
21,HYPERSOFT.BO,118.45,1.41K,Commercial Services,Miscellaneous Commercial Services,98.0,98.0,97.0,95.0,10.37K,13.73K,134.98,20.31,10.00B,No
22,APPL.BO,345.05,8.00K,Distribution Services,Medical Distributors,98.0,97.0,98.0,,12.50K,9.60K,364.0,80.8,2.37B,No
23,VRWODAR.BO,121.15,15.33K,Non-Energy Minerals,Forest Products,98.0,98.0,98.0,98.0,4.69K,5.42K,123.76,22.08,1.80B,No
24,SANCODE.BO,265.6,3.00K,Technology Services,Information Technology Services,98.0,98.0,96.0,98.0,5.27K,3.75K,271.6,38.8,1.08B,No
26,CITURGIA.BO,157.45,0.00K,Process Industries,Chemicals: Specialty,98.0,97.0,,,1.96K,2.01K,212.0,47.4,20.80B,No
