Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,SAMTELIN.BO,56.54,0.85K,Electronic Technology,Computer Peripherals,98.0,97.0,98.0,98.0,0.9121,0.0429,3.85K,1.18K,56.54,1.89,400.75M,No,36.79,13.83,40.23,20.46
2,SMTEL.BO,429.0,0.12K,Commercial Services,Miscellaneous Commercial Services,98.0,67.0,14.0,97.0,24.4714,18.6179,1.39K,0.76K,494.85,15.08,7.75B,No,417.16,254.27,417.32,342.64
3,MODMA.BO,70.15,8.30K,Producer Manufacturing,Metal Fabrication,98.0,27.0,98.0,98.0,1.9607,0.8193,3.40K,1.35K,85.79,1.1,8.17B,No,58.48,19.44,63.4,28.09
4,TANDHANIN.BO,135.55,0.20K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,2.1879,0.0,0.12K,0.12K,135.55,10.48,6.75B,No,88.9,36.09,98.56,50.88
5,SALSAIN.BO,240.75,0.39K,Finance,Financial Conglomerates,98.0,3.0,1.0,98.0,14.3536,13.6786,1.22K,0.48K,828.95,14.58,1.68B,No,382.23,189.26,326.49,275.57
6,KETOMOTORS.BO,170.9,89.08K,Process Industries,Chemicals: Agricultural,98.0,98.0,95.0,95.0,3.2929,2.2643,4.92K,27.30K,170.9,4.57,12.04B,No,113.9,97.02,122.1,101.63
7,COVIDH.BO,106.01,0.01K,Technology Services,Packaged Software,98.0,95.0,98.0,98.0,2.0371,0.0,2.72K,0.05K,676.67,1.5,891.44M,No,77.38,33.18,83.13,48.21
8,SESHACHAL.BO,93.41,0.12K,Technology Services,Information Technology Services,98.0,32.0,11.0,98.0,0.135,0.0,0.28K,0.01K,105.31,2.39,64.86M,No,97.5,59.13,96.88,79.38
9,MRUTR.BO,46.72,0.14K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,0.7536,0.0,0.34K,1.06K,46.72,0.46,33.75B,No,30.38,11.93,33.25,17.62
11,APOLLOIN.BO,73.19,26.52K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,1.265,0.1829,4.35K,1.71K,73.19,5.16,761.18M,No,49.26,18.52,54.23,25.72
12,JTLDEFENCE.BO,417.05,3.71K,Non-Energy Minerals,Other Metals/Minerals,98.0,90.0,99.0,98.0,4.0536,0.0,2.40K,0.61K,417.05,45.46,4.39B,No,258.52,112.69,293.19,140.64
13,CALLISTA.BO,179.4,0.01K,Consumer Durables,Home Furnishings,98.0,92.0,17.0,96.0,2.6607,1.6357,2.47K,1.38K,225.95,8.33,546.56M,No,167.4,118.56,161.8,155.11
14,KARTKIN.BO,7775.3,0.01K,Finance,Financial Conglomerates,98.0,2.0,98.0,98.0,124.3179,0.0,0.02K,0.00K,10741.85,1036.0,1.90B,No,7294.84,2766.19,7743.44,3574.98
16,MAGNUS.BO,108.15,5.71K,Commercial Services,Miscellaneous Commercial Services,98.0,0.0,92.0,98.0,6.5321,2.1607,44.67K,125.06K,223.4,8.33,365.58M,No,148.25,61.82,149.71,84.78
17,RANJITSE.BO,64.29,0.03K,Finance,Finance/Rental/Leasing,98.0,1.0,0.0,98.0,1.8636,1.4557,0.60K,0.21K,122.1,6.24,172.77M,No,72.43,,70.3,
18,HIKLASS.BO,85.47,0.00K,Finance,Investment Banks/Brokers,98.0,4.0,96.0,98.0,0.7179,0.6893,3.31K,0.07K,108.35,6.49,2.58B,No,89.23,41.17,91.69,54.23
19,SURBHIN.BO,115.9,0.22K,Process Industries,Textiles,98.0,0.0,98.0,98.0,7.8179,0.0,3.38K,0.22K,249.65,12.16,398.39M,No,145.05,57.01,150.87,74.85
20,VINRKLB.BO,37.46,0.25K,Health Technology,Pharmaceuticals: Major,98.0,29.0,78.0,98.0,0.7757,0.3743,4.56K,1.17K,46.65,4.5,225.81M,No,40.66,18.45,41.08,25.66
21,EMROCK.BO,279.75,1.88K,Consumer Durables,Homebuilding,98.0,28.0,63.0,96.0,11.9571,11.9143,4.06K,3.30K,305.95,24.19,4.43B,No,277.0,184.37,281.21,245.0
23,SHANTAI.BO,97.03,2.73K,Process Industries,Textiles,98.0,50.0,97.0,98.0,0.2114,0.0,8.73K,0.34K,102.01,11.15,727.72M,No,87.3,38.15,92.1,51.71
24,LIPPISYS.BO,161.01,9.43K,Producer Manufacturing,Industrial Machinery,98.0,99.0,98.0,98.0,6.7129,3.1657,34.43K,107.25K,161.01,19.9,1.13B,No,74.07,41.51,86.38,51.34
25,AXISOL.BO,336.95,30.82K,Technology Services,Information Technology Services,98.0,94.0,96.0,98.0,9.3893,4.4393,4.67K,15.07K,350.0,15.0,15.89B,No,275.2,136.31,284.9,185.75
