Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,ISERA.BO,143.9,143.9,1.95K,Technology Services,Packaged Software,98.0,51.0,96.0,98.0,0.0,0.0,2.99K,1.82K,143.9,3.76,1.21B,No,143.9,132.56,61.99,138.32,85.86,495
2,MRUTR.BO,88.89,90.7,2.92K,Finance,Investment Banks/Brokers,98.0,93.0,98.0,98.0,2.0686,0.2771,4.57K,8.91K,100.23,0.56,64.22B,No,86.88,67.91,27.14,73.97,39.13,496
3,SALSAIN.BO,389.95,376.0,0.19K,Finance,Financial Conglomerates,98.0,90.0,86.0,96.0,24.5857,19.7857,0.81K,0.92K,828.95,14.58,2.72B,No,380.02,300.02,253.26,312.81,351.02,497
4,SESHACHAL.BO,73.85,77.73,0.00K,Technology Services,Information Technology Services,98.0,84.0,5.0,38.0,0.2771,0.0,0.79K,0.79K,105.31,2.39,51.28M,No,77.44,80.23,73.3,78.8,89.18,498
5,SAMTELIN.BO,40.18,41.0,7.93K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,0.0,54.0,98.0,3.0507,2.3729,13.37K,17.75K,72.95,1.89,284.79M,No,44.91,53.35,25.14,51.33,34.5,249
6,APOLLOIN.BO,124.45,126.95,0.06K,Process Industries,Agricultural Commodities/Milling,98.0,82.0,98.0,98.0,2.8886,0.0036,3.38K,2.62K,146.05,5.16,1.29B,No,131.11,104.52,41.05,112.12,58.4,496
7,MODMA.BO,49.19,46.85,0.70K,Producer Manufacturing,Metal Fabrication,98.0,6.0,3.0,98.0,2.4571,1.17,2.49K,0.92K,85.79,1.1,5.73B,No,46.21,57.75,30.77,54.4,42.21,496
9,AXISOL.BO,593.9,565.65,30.96K,Technology Services,Information Technology Services,98.0,98.0,98.0,98.0,20.35,10.3714,6.39K,15.91K,593.9,23.22,28.00B,No,413.44,359.96,208.83,389.81,278.74,497
10,LIPPISYS.BO,234.75,230.15,13.70K,Producer Manufacturing,Industrial Machinery,98.0,67.0,99.0,98.0,5.8357,1.325,34.07K,6.56K,281.2,20.5,1.64B,No,252.98,217.07,85.13,229.62,113.97,495
12,TANDHANIN.BO,125.4,132.0,9.82K,Finance,Investment Banks/Brokers,98.0,2.0,89.0,98.0,9.9464,9.4071,3.97K,6.75K,164.0,10.48,6.24B,No,144.92,143.91,65.22,145.24,90.52,495
13,SOURCEIND.BO,37.25,36.52,0.65K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.6729,0.1043,0.29K,0.47K,37.25,4.18,424.77M,No,31.67,25.67,11.83,27.95,15.59,498
14,PARMSILK.BO,345.9,329.8,1.32K,Process Industries,Textiles,98.0,27.0,98.0,98.0,22.6429,16.9429,0.97K,0.77K,472.35,31.19,1.04B,No,327.08,308.45,146.07,329.83,182.88,344
15,JTLDEFENCE.BO,490.5,516.3,1.31K,Non-Energy Minerals,Other Metals/Minerals,98.0,2.0,92.0,98.0,17.7536,14.6179,2.59K,4.59K,694.3,55.58,5.16B,No,604.46,540.34,222.02,555.75,292.68,497
16,CALLISTA.BO,164.6,167.95,31.81K,Consumer Durables,Home Furnishings,98.0,30.0,72.0,44.0,6.25,4.8607,2.52K,2.37K,225.95,8.33,1.41B,No,171.33,178.68,149.51,176.25,175.4,495
17,KARTKIN.BO,8880.9,8458.0,0.07K,Finance,Financial Conglomerates,98.0,34.0,15.0,98.0,214.5,127.3,0.02K,0.01K,10741.85,1087.8,2.17B,No,8535.54,8431.65,4344.05,8449.54,5778.56,497
18,NEWMKTAVE.BO,59.57,58.41,0.01K,Finance,Investment Managers,98.0,97.0,98.0,98.0,1.3214,0.0,,0.00K,59.57,9.1,294.28M,No,48.26,41.55,21.15,44.76,27.5,497
19,RANJITSE.BO,65.9,63.75,0.02K,Finance,Finance/Rental/Leasing,98.0,60.0,7.0,74.0,3.7279,2.875,0.26K,0.21K,122.1,6.24,177.10M,No,61.15,61.8,,61.32,72.89,177
20,TRADWIN.BO,659.9,630.9,0.01K,Consumer Services,Other Consumer Services,98.0,88.0,48.0,33.0,39.5964,27.3464,0.03K,0.04K,846.45,47.04,1.98B,No,615.56,603.44,522.1,603.91,614.38,498
21,ASIACAP.BO,104.04,102.0,0.01K,Finance,Finance/Rental/Leasing,98.0,82.0,97.0,98.0,2.0886,1.1214,0.99K,0.45K,104.04,17.37,321.69M,No,90.93,78.25,42.17,83.83,55.06,496
22,VINRKLB.BO,39.14,37.28,0.91K,Health Technology,Pharmaceuticals: Major,98.0,95.0,45.0,94.0,1.1186,0.1114,1.27K,1.01K,46.65,4.5,235.94M,No,28.76,32.8,24.49,32.67,33.66,497
24,MAXGROW.BO,101.99,97.14,74.51K,Commercial Services,Personnel Services,98.0,95.0,96.0,88.0,3.0307,1.69,24.46K,19.72K,101.99,10.52,4.07B,No,85.46,67.59,52.18,75.49,60.73,496
25,SMTEL.BO,383.3,403.45,0.58K,Commercial Services,Miscellaneous Commercial Services,98.0,16.0,30.0,72.0,27.7821,20.3714,0.80K,1.26K,594.35,34.56,6.93B,No,473.05,444.48,336.21,439.04,416.78,495
28,RAMGOPOLY.BO,37.01,37.76,10.40K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,98.0,95.0,94.0,1.4636,0.315,11.17K,42.67K,38.49,5.12,536.64M,No,28.03,21.02,18.08,23.79,21.27,495
29,TRANSCHEM.BO,318.75,319.0,3.99K,Health Technology,Pharmaceuticals: Other,98.0,14.0,95.0,95.0,17.0821,16.9964,6.75K,5.64K,377.65,38.45,3.90B,No,322.2,324.37,198.79,328.68,230.83,496
30,STELLANT.BO,990.05,962.6,6.52K,Finance,Investment Banks/Brokers,98.0,98.0,96.0,86.0,57.2929,41.9107,6.87K,15.30K,1058.8,98.93,5.63B,No,826.44,674.37,560.62,724.1,646.42,497
31,PARMAX.BO,120.1,117.75,4.49K,Health Technology,Pharmaceuticals: Major,98.0,90.0,98.0,98.0,2.5921,0.7729,14.01K,11.52K,120.1,22.6,449.33M,No,107.72,88.92,46.8,97.41,54.87,495
32,SHENTRA.BO,131.0,130.9,0.12K,Process Industries,Chemicals: Specialty,98.0,83.0,94.0,97.0,1.4107,0.8036,0.10K,0.04K,134.85,16.65,581.40M,No,130.12,114.32,67.76,120.24,85.15,217
33,SHANTAI.BO,92.26,93.19,7.64K,Process Industries,Textiles,98.0,49.0,22.0,97.0,0.3607,0.3607,3.75K,14.30K,102.01,11.15,691.95M,No,92.27,94.15,56.24,93.69,74.72,497
34,HIKLASS.BO,88.0,87.51,13.50K,Finance,Investment Banks/Brokers,98.0,93.0,17.0,97.0,0.8629,0.3571,1.28K,4.38K,108.35,11.04,2.66B,No,83.83,78.95,54.81,79.1,71.04,496
35,APPL.BO,268.6,263.35,0.40K,Distribution Services,Medical Distributors,98.0,75.0,90.0,97.0,9.8607,6.225,16.75K,21.88K,310.25,32.32,4.61B,No,267.08,243.61,144.61,248.97,180.74,219
37,SANCODE.BO,524.05,513.8,0.50K,Technology Services,Information Technology Services,98.0,97.0,97.0,98.0,7.9179,0.8786,2.95K,2.80K,524.05,91.95,3.91B,No,444.69,354.48,239.17,394.54,283.73,494
38,SIMANDHAR.BO,158.25,152.65,0.08K,Distribution Services,Wholesale Distributors,97.0,82.0,59.0,75.0,14.6643,12.4429,2.01K,3.53K,189.1,21.5,483.76M,No,152.68,148.2,,144.68,137.78,162
39,SPICEISLIN.BO,485.5,490.95,8.64K,Process Industries,Textiles,97.0,43.0,86.0,92.0,17.6929,17.4321,17.16K,7.80K,549.0,70.55,3.03B,No,496.21,494.03,298.21,496.69,372.06,496
40,ACFSL.BO,70.4,74.1,1.20K,Finance,Investment Banks/Brokers,97.0,97.0,98.0,98.0,2.73,0.0493,0.76K,2.04K,82.09,20.04,,No,67.35,52.23,28.82,56.21,33.9,497
41,EMROCK.BO,273.0,277.0,1.76K,Consumer Durables,Homebuilding,97.0,79.0,24.0,52.0,6.0036,5.6464,2.91K,3.64K,305.95,25.39,4.32B,No,259.11,265.05,232.21,263.61,270.31,495
42,NEELKAN.BO,60.48,59.3,3.51K,Non-Energy Minerals,Construction Materials,97.0,97.0,98.0,98.0,2.6179,1.67,5.57K,5.37K,63.0,13.0,305.04M,No,52.38,44.51,24.82,48.44,29.15,495
43,GLITTEKG.BO,66.3,67.65,0.27K,Non-Energy Minerals,Construction Materials,97.0,93.0,91.0,90.0,1.4121,0.2521,13.63K,17.61K,80.2,7.91,1.72B,No,63.8,52.23,38.04,54.99,49.96,495
44,SURBHIN.BO,103.85,109.3,6.72K,Process Industries,Textiles,97.0,96.0,0.0,98.0,7.4393,3.8479,4.28K,3.40K,249.65,14.05,356.97M,No,115.94,103.07,74.84,99.8,96.52,497
45,STEELCO.BO,194.9,185.65,104.54K,Non-Energy Minerals,Steel,97.0,97.0,94.0,97.0,6.6107,3.4607,6.68K,35.74K,194.9,15.0,1.23B,No,143.16,152.15,96.38,154.62,125.03,496
47,INDUSFINL.BO,198.0,194.65,7.96K,Finance,Investment Banks/Brokers,97.0,96.0,97.0,98.0,9.8821,9.8179,9.11K,10.43K,198.6,38.94,1.83B,No,171.27,148.76,83.23,159.29,101.52,495
48,KELENRG.BO,13064.5,12442.4004,2.36K,Process Industries,Industrial Specialties,97.0,98.0,98.0,98.0,539.6928,400.0821,2.15K,2.13K,13064.5,2900.0,13.06B,No,9503.64,8008.53,4919.61,9029.64,5622.46,495
49,VIVAA.BO,115.3,113.1,2.00K,Consumer Non-Durables,Apparel/Footwear,97.0,91.0,98.0,97.0,1.3271,0.1679,13.14K,2.40K,115.3,31.84,453.99M,No,104.8,84.51,50.05,93.63,56.2,496
50,FILTRON.BO,77.0,78.5,0.04K,Producer Manufacturing,Industrial Machinery,97.0,86.0,12.0,10.0,1.8586,0.7657,0.58K,1.75K,106.41,7.35,4.89B,No,69.52,76.85,84.4,75.12,88.98,497
51,PHOTON.BO,341.25,337.9,0.08K,Finance,Investment Managers,97.0,74.0,98.0,97.0,0.7107,0.0,0.07K,0.05K,341.25,90.0,928.44M,No,333.46,249.0,149.04,276.58,176.27,496
52,DUKEOFS.BO,47.48,46.55,4.51K,Retail Trade,Specialty Stores,97.0,98.0,98.0,98.0,0.8671,0.0186,6.01K,7.00K,47.48,13.12,468.02M,No,39.32,30.06,20.89,33.93,23.96,495
53,INTEGFD.BO,143.2,141.5,3.04K,Process Industries,Agricultural Commodities/Milling,97.0,44.0,71.0,98.0,7.5214,7.3643,2.71K,1.94K,158.3,20.71,2.68B,No,143.02,145.54,81.11,145.5,102.75,495
54,COVANCE.BO,223.3,235.05,7.11K,Technology Services,Information Technology Services,97.0,9.0,84.0,86.0,15.2036,12.0429,9.79K,8.67K,270.0,26.67,4.95B,No,232.0,207.62,155.78,217.8,183.28,364
55,CDG.BO,269.4,283.55,0.25K,Process Industries,Industrial Specialties,97.0,13.0,84.0,95.0,16.6286,14.4214,3.44K,3.87K,324.0,55.23,2.49B,No,286.55,266.87,163.02,272.42,195.25,495
56,PHCAP.BO,1000.15,988.4,2.33K,Finance,Investment Banks/Brokers,97.0,52.0,84.0,91.0,35.1286,34.5821,2.69K,2.73K,1057.95,165.05,3.00B,No,1005.5,979.16,619.02,991.13,776.95,495
57,KANELIND.BO,62.47,65.75,1.79K,Process Industries,Agricultural Commodities/Milling,97.0,84.0,97.0,94.0,2.7657,0.2764,1.81K,5.01K,80.82,10.0,983.90M,No,65.32,55.31,34.28,57.19,35.33,497
58,INDOSMC.BO,509.0,482.35,117.00K,Producer Manufacturing,Electrical Products,97.0,95.0,98.0,97.0,27.2107,23.4786,95.84K,50.10K,520.0,134.0,11.63B,No,448.67,397.76,,424.11,271.34,141
59,ZELIO.BO,799.85,784.2,8.00K,Consumer Durables,Motor Vehicles,97.0,69.0,96.0,97.0,17.9286,7.6,23.38K,25.30K,840.0,154.9,16.92B,No,761.19,664.57,462.58,694.0,492.59,213
60,PANKAJPO.BO,91.01,95.26,13.33K,Producer Manufacturing,Miscellaneous Manufacturing,97.0,75.0,88.0,88.0,5.09,4.4086,13.62K,15.48K,101.0,15.36,504.55M,No,87.84,76.75,56.45,80.34,68.75,495
61,ARTEMISADR.BO,101.55,101.55,6.00K,Distribution Services,Food Distributors,97.0,49.0,97.0,97.0,0.0,0.0,12.29K,12.29K,101.55,22.23,608.58M,No,101.55,87.33,52.5,89.9,58.02,495
64,RAPICUT.BO,328.2,321.8,0.92K,Non-Energy Minerals,Other Metals/Minerals,97.0,93.0,94.0,97.0,10.15,6.0,9.70K,3.63K,328.2,66.66,1.76B,No,273.39,239.32,165.74,257.37,196.46,495
67,AMRAFIN.BO,35.3,36.02,1.20K,Finance,Finance/Rental/Leasing,97.0,87.0,98.0,97.0,0.5993,0.1043,0.76K,1.68K,37.5,12.72,474.43M,No,34.42,30.12,17.48,31.64,20.1,497
68,SJCORP.BO,180.85,179.1,1.37K,Consumer Durables,Other Consumer Specialties,97.0,70.0,98.0,97.0,0.375,0.125,0.56K,0.46K,180.85,58.94,7.84B,No,178.32,134.34,85.85,149.49,98.84,496
71,IDREAM.BO,624.9,600.5,0.60K,Consumer Services,Movies/Entertainment,97.0,76.0,95.0,95.0,7.5357,4.2857,0.20K,0.05K,644.0,160.05,169.07B,No,626.43,557.44,350.15,590.46,412.07,496
73,FREDUN.BO,1453.35,1547.75,39.18K,Health Technology,Pharmaceuticals: Major,97.0,97.0,96.0,96.0,113.6357,108.3893,47.29K,75.59K,1600.0,343.33,24.04B,No,1125.08,970.9,699.24,1052.46,782.96,498
74,KETOMOTORS.BO,249.15,237.3,3.42K,Process Industries,Chemicals: Agricultural,97.0,65.0,98.0,97.0,5.3536,0.0,6.62K,3.22K,252.2,91.4,17.55B,No,217.94,206.96,123.73,219.59,141.72,497
75,ARVAYA.BO,105.9,108.05,0.12K,Distribution Services,Medical Distributors,96.0,58.0,96.0,95.0,2.845,0.6514,0.28K,0.30K,145.0,24.15,5.09B,No,123.74,92.52,62.04,99.14,69.47,497
76,TEJASSVI.BO,66.89,68.25,0.18K,Process Industries,Textiles,96.0,92.0,94.0,96.0,1.5936,0.5621,63.09K,82.14K,74.0,13.8,3.89B,No,65.35,53.93,35.11,57.79,42.69,494
77,HIIL.BO,454.05,449.6,0.51K,Producer Manufacturing,Electrical Products,96.0,69.0,70.0,98.0,0.95,0.0,4.02K,0.17K,454.05,121.33,9.83B,No,443.64,430.63,261.12,434.6,314.22,498
78,SKM.BO,439.1,419.0,43.00K,Process Industries,Chemicals: Major Diversified,96.0,22.0,88.0,98.0,19.5393,17.9571,28.98K,14.40K,495.0,102.05,5.37B,No,451.17,417.55,244.47,425.75,291.25,206
79,DATIWARE.BO,54.62,53.55,0.20K,Process Industries,Agricultural Commodities/Milling,96.0,98.0,97.0,96.0,0.9829,0.1743,0.17K,0.23K,54.62,17.78,273.10M,No,46.12,36.2,26.36,39.46,29.56,497
82,TRUEGREEN.BO,209.9,199.95,38.54K,Process Industries,Textiles,96.0,82.0,81.0,97.0,9.9214,8.8036,11.71K,9.37K,209.9,52.75,6.92B,No,188.63,188.63,122.28,192.16,150.4,496
84,KREONFIN.BO,85.34,87.0,7.80K,Finance,Finance/Rental/Leasing,96.0,73.0,98.0,97.0,5.1286,5.005,37.40K,12.32K,96.89,23.92,1.73B,No,86.21,76.16,43.36,79.91,49.3,495
85,SWASTIKA.BO,178.85,174.8,84.32K,Finance,Investment Banks/Brokers,96.0,98.0,98.0,98.0,8.475,7.5321,89.92K,51.88K,183.5,43.65,3.59B,No,130.87,91.67,74.67,107.69,75.87,494
86,NATHUEC.BO,36.22,35.51,3.37K,Transportation,Air Freight/Couriers,96.0,82.0,84.0,97.0,0.7707,0.4286,9.17K,1.01K,39.68,7.52,150.14M,No,33.22,34.71,20.06,34.32,23.77,495
87,PURPLEWAVE.BO,283.25,298.15,38.00K,Technology Services,Packaged Software,96.0,99.0,98.0,96.0,20.8036,19.4036,42.17K,76.80K,312.0,95.1,,No,203.8,149.96,,169.53,134.11,161
90,VEERHEALTH.BO,48.83,46.69,156.57K,Health Technology,Pharmaceuticals: Other,96.0,90.0,97.0,97.0,1.3836,1.3614,156.95K,126.18K,49.0,16.7,976.53M,No,43.86,37.01,24.04,39.46,27.06,496
91,SHAHFOOD.BO,343.0,350.0,0.98K,Consumer Non-Durables,Food: Specialty/Candy,96.0,13.0,97.0,96.0,7.5929,2.2143,0.76K,1.15K,421.4,97.55,8.00B,No,382.41,300.74,189.87,321.18,214.7,498
93,MODINSU.BO,463.4,466.5,45.91K,Producer Manufacturing,Electrical Products,96.0,11.0,82.0,93.0,28.3821,23.7679,78.92K,54.91K,579.0,110.5,21.85B,No,485.5,492.75,307.96,505.0,369.45,495
95,SBECSUG.BO,73.25,71.7,2.61K,Process Industries,Agricultural Commodities/Milling,96.0,88.0,98.0,96.0,4.0286,3.9271,14.91K,7.92K,88.84,26.85,3.49B,No,65.43,67.48,40.61,67.52,44.69,496
98,GDLLEAS.BO,66.0,66.0,0.00K,Finance,Finance/Rental/Leasing,96.0,54.0,25.0,3.0,1.7057,1.4914,0.35K,0.21K,169.8,8.33,330.67M,No,66.27,68.09,91.93,68.26,81.2,495
102,CITURGIA.BO,109.7,110.8,0.01K,Process Industries,Chemicals: Specialty,96.0,31.0,64.0,98.0,0.2643,0.1857,0.16K,0.04K,212.0,31.64,14.49B,No,112.29,115.79,85.22,114.72,111.14,496
106,AMRAPLIN.BO,34.84,36.65,17.32K,Technology Services,Packaged Software,96.0,12.0,97.0,96.0,2.9986,2.9986,29.39K,15.78K,44.77,12.65,1.79B,No,35.67,35.09,20.37,35.54,23.06,495
107,JLL.BO,112.25,114.5,0.01K,Finance,Finance/Rental/Leasing,96.0,0.0,88.0,97.0,2.5786,0.0964,1.16K,0.06K,169.1,35.0,337.75M,No,134.83,119.96,72.98,125.06,83.17,496
109,AMS.BO,74.49,74.81,0.26K,Producer Manufacturing,Auto Parts: Oem,96.0,97.0,52.0,97.0,2.8457,2.4193,0.46K,0.26K,81.46,25.77,246.00M,No,68.42,56.69,43.11,59.39,52.12,496
110,HYPERSOFT.BO,207.8,209.65,11.14K,Commercial Services,Miscellaneous Commercial Services,96.0,41.0,90.0,97.0,15.2964,15.2964,12.52K,30.80K,230.05,51.25,17.55B,No,211.33,209.77,126.5,209.43,150.41,495
111,MEGAMONT.BO,160.0,159.45,0.05K,Non-Energy Minerals,Forest Products,96.0,40.0,57.0,97.0,4.05,2.1964,0.83K,0.54K,206.0,40.1,2.38B,No,150.33,158.5,110.93,159.99,136.76,495
112,CRYOGENIC.BO,366.25,348.85,22.50K,Industrial Services,Oilfield Services/Equipment,95.0,90.0,95.0,95.0,13.6214,11.0893,30.11K,13.35K,366.25,103.55,5.23B,No,323.17,296.27,211.79,306.41,226.6,273
113,BEEZAASAN.BO,480.4,471.0,8.00K,Process Industries,Industrial Specialties,95.0,89.0,97.0,95.0,13.8714,10.2536,35.41K,23.68K,480.4,177.05,7.28B,No,405.67,370.09,261.29,394.85,280.97,360
114,TITANBIO.BO,411.6,411.1,29.13K,Health Technology,Biotechnology,95.0,40.0,30.0,95.0,15.0143,13.6143,26.13K,15.45K,555.65,88.04,17.01B,No,412.35,412.58,333.17,411.27,394.77,498
