Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,SMTEL.BO,387.0,0.34K,Commercial Services,Miscellaneous Commercial Services,98.0,41.0,4.0,97.0,27.1714,22.8429,1.40K,0.63K,494.85,15.08,6.99B,No,416.0,259.61,413.12,341.24
2,SAMTELIN.BO,59.99,2.58K,Electronic Technology,Computer Peripherals,98.0,97.0,98.0,98.0,1.0329,0.0429,3.74K,2.02K,59.99,1.89,425.21M,No,38.97,14.69,40.57,20.57
3,SESHACHAL.BO,93.41,0.12K,Technology Services,Information Technology Services,98.0,25.0,9.0,98.0,0.135,0.0,0.28K,0.01K,105.31,2.39,64.86M,No,97.19,60.04,96.88,79.38
4,MODMA.BO,70.12,0.20K,Producer Manufacturing,Metal Fabrication,98.0,85.0,98.0,98.0,1.4193,0.4479,3.59K,1.47K,85.79,1.1,8.17B,No,61.31,20.48,63.4,28.09
5,MRUTR.BO,49.57,2.84K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,0.8536,0.0,0.34K,1.06K,49.57,0.46,35.81B,No,32.18,12.65,33.53,17.72
6,APOLLOIN.BO,77.66,1.30K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,1.3393,0.01,4.90K,4.70K,77.66,5.16,807.66M,No,52.39,19.59,54.67,25.87
7,TANDHANIN.BO,143.8,4.15K,Finance,Investment Banks/Brokers,98.0,96.0,98.0,98.0,2.3214,0.0,0.12K,0.16K,143.8,10.48,7.16B,No,95.63,38.68,99.39,51.15
8,KETOMOTORS.BO,170.9,89.08K,Process Industries,Chemicals: Agricultural,98.0,98.0,95.0,95.0,2.7907,2.2643,4.92K,27.30K,170.9,4.57,12.04B,No,117.08,97.82,122.1,101.63
10,COVIDH.BO,106.01,0.01K,Technology Services,Packaged Software,98.0,95.0,98.0,98.0,2.3429,0.0,3.71K,5.96K,676.67,1.5,891.44M,No,79.43,34.23,83.55,48.35
11,SALSAIN.BO,216.0,0.97K,Finance,Financial Conglomerates,98.0,1.0,0.0,98.0,15.775,15.3071,1.22K,0.35K,828.95,14.58,1.51B,No,349.08,192.41,324.02,274.74
12,JTLDEFENCE.BO,417.05,3.71K,Non-Energy Minerals,Other Metals/Minerals,98.0,89.0,99.0,98.0,4.0536,0.0,2.40K,0.61K,417.05,45.46,4.39B,No,272.62,116.18,293.19,140.64
13,CALLISTA.BO,187.45,0.01K,Consumer Durables,Home Furnishings,98.0,91.0,11.0,95.0,2.6964,1.125,2.37K,0.50K,225.95,8.33,571.08M,No,165.42,121.93,162.61,155.37
14,LIPPISYS.BO,186.38,89.03K,Producer Manufacturing,Industrial Machinery,98.0,99.0,98.0,98.0,8.5336,4.4329,34.65K,100.68K,186.38,19.9,1.30B,No,82.29,43.83,88.92,52.19
16,KARTKIN.BO,7318.15,0.01K,Finance,Financial Conglomerates,98.0,0.0,98.0,98.0,143.3821,5.3821,0.02K,0.01K,10741.85,1036.0,1.79B,No,7561.48,2861.9,7697.73,3559.74
17,RANJITSE.BO,61.75,0.02K,Finance,Finance/Rental/Leasing,98.0,4.0,0.0,98.0,1.3279,0.7736,0.60K,0.02K,122.1,6.24,165.95M,No,71.29,,70.05,
18,VINRKLB.BO,37.45,4.19K,Health Technology,Pharmaceuticals: Major,98.0,65.0,66.0,98.0,0.7014,0.2471,4.12K,0.47K,46.65,4.5,225.75M,No,40.62,18.94,41.08,25.66
19,MAGNUS.BO,92.8,6.23K,Commercial Services,Miscellaneous Commercial Services,98.0,0.0,81.0,97.0,6.6536,2.1607,44.86K,83.32K,223.4,8.33,313.69M,No,148.19,63.14,148.17,84.27
20,SHANTAI.BO,97.03,2.73K,Process Industries,Textiles,98.0,22.0,96.0,98.0,0.2114,0.0,8.44K,0.34K,102.01,11.15,727.72M,No,88.79,38.99,92.1,51.71
22,EMROCK.BO,270.25,1.45K,Consumer Durables,Homebuilding,98.0,10.0,11.0,95.0,14.5179,14.475,3.76K,2.82K,305.95,24.19,4.28B,No,278.91,188.07,280.26,244.68
24,AXISOL.BO,336.95,30.82K,Technology Services,Information Technology Services,98.0,95.0,95.0,98.0,9.3893,4.4393,4.67K,13.18K,350.0,15.0,15.89B,No,278.83,139.44,284.9,185.75
25,SURBHIN.BO,109.85,20.51K,Process Industries,Textiles,98.0,0.0,97.0,98.0,7.7964,0.7429,3.38K,0.29K,249.65,12.16,377.60M,No,147.28,58.42,150.27,74.65
26,HIKLASS.BO,77.25,0.29K,Finance,Investment Banks/Brokers,98.0,2.0,92.0,98.0,0.9807,0.6664,3.06K,0.07K,108.35,6.49,2.33B,No,90.27,42.21,90.87,53.96
27,SPICEISLIN.BO,459.1,8.87K,Process Industries,Textiles,98.0,94.0,96.0,98.0,27.3179,23.6357,18.89K,31.09K,494.85,41.66,2.86B,No,370.19,211.81,379.42,269.26
28,SIMANDHAR.BO,151.85,0.38K,Distribution Services,Wholesale Distributors,98.0,46.0,68.0,,8.8143,8.0571,4.76K,0.94K,180.95,21.5,464.19M,No,145.55,,146.15,
30,PARMSILK.BO,227.5,0.06K,Process Industries,Textiles,98.0,98.0,97.0,97.0,6.7321,0.0,0.01K,0.01K,227.5,28.57,682.75M,No,130.78,91.2,136.51,103.98
31,STELLANT.BO,558.75,0.53K,Finance,Investment Banks/Brokers,98.0,53.0,5.0,89.0,32.5107,32.3821,2.98K,2.58K,683.8,46.76,3.09B,No,567.24,450.0,568.7,559.54
32,COVANCE.BO,167.4,4.46K,Technology Services,Information Technology Services,98.0,29.0,18.0,94.0,10.3464,8.1607,4.27K,12.80K,171.34,15.58,3.71B,No,167.6,120.9,167.34,149.44
34,JAYATMA.BO,56.35,0.03K,Process Industries,Textiles,98.0,70.0,98.0,98.0,1.6229,0.2171,0.18K,0.32K,70.18,13.33,169.05M,No,45.99,22.09,47.41,25.73
35,TRANSCHEM.BO,319.75,16.26K,Health Technology,Pharmaceuticals: Other,97.0,98.0,96.0,96.0,20.4964,17.5607,4.21K,7.09K,322.4,38.1,3.91B,No,210.81,143.17,217.66,179.52
36,APPL.BO,220.35,6.40K,Distribution Services,Medical Distributors,97.0,87.0,90.0,97.0,5.9643,0.7,17.36K,24.72K,238.8,32.32,3.78B,No,181.96,,184.62,127.31
37,FILTRON.BO,88.16,0.01K,Producer Manufacturing,Industrial Machinery,97.0,29.0,9.0,84.0,0.1314,0.0679,0.19K,0.00K,106.41,7.0,5.60B,No,91.18,74.2,90.87,92.76
38,GUJINJEC.BO,120.65,57.50K,Distribution Services,Medical Distributors,97.0,85.0,92.0,98.0,6.6107,6.1893,38.58K,53.23K,127.0,19.01,1.77B,No,106.01,55.79,107.33,70.78
39,SHENTRA.BO,103.06,0.10K,Process Industries,Chemicals: Specialty,97.0,90.0,94.0,98.0,1.3043,0.0,0.02K,0.04K,103.06,16.65,457.40M,No,79.91,,83.18,59.77
42,HYPERSOFT.BO,204.0,21.03K,Commercial Services,Miscellaneous Commercial Services,97.0,95.0,93.0,97.0,8.8643,6.9821,9.46K,12.25K,216.8,21.32,17.23B,No,155.56,99.02,158.92,109.11
43,PHCAP.BO,958.05,1.03K,Finance,Investment Banks/Brokers,97.0,93.0,92.0,98.0,29.1393,27.325,3.58K,4.03K,970.0,165.05,2.87B,No,767.38,458.06,788.85,582.55
45,MODINSU.BO,519.0,131.41K,Producer Manufacturing,Electrical Products,97.0,94.0,97.0,97.0,27.2036,23.1607,110.15K,119.07K,524.4,97.55,24.47B,No,377.72,231.81,389.43,273.75
46,NATHUEC.BO,37.5,13.83K,Transportation,Air Freight/Couriers,97.0,92.0,98.0,97.0,0.9336,0.6743,13.94K,25.88K,39.68,7.52,155.45M,No,25.96,15.48,27.08,17.29
48,GLITTEKG.BO,41.34,1.60K,Non-Energy Minerals,Construction Materials,97.0,15.0,6.0,97.0,2.0521,1.5407,37.12K,13.85K,80.2,5.47,1.07B,No,45.43,29.21,44.92,37.49
49,INTEGFD.BO,152.05,0.16K,Process Industries,Agricultural Commodities/Milling,97.0,82.0,98.0,98.0,3.3536,2.9393,3.90K,3.83K,155.0,20.71,2.85B,No,120.48,58.62,123.79,69.84
50,EMAINDIA.BO,773.85,0.19K,Producer Manufacturing,Industrial Machinery,97.0,74.0,94.0,94.0,18.0929,4.5143,3.19K,1.50K,875.0,86.5,777.72M,No,656.19,447.17,671.98,513.82
51,GDLLEAS.BO,77.61,0.63K,Finance,Finance/Rental/Leasing,97.0,83.0,8.0,6.0,3.9679,3.4536,2.10K,0.37K,169.8,8.33,388.83M,No,74.45,84.67,75.02,101.08
53,NEWMKTAVE.BO,35.09,0.00K,Finance,Investment Managers,97.0,97.0,97.0,98.0,0.7079,0.0,,,35.09,9.1,173.34M,No,24.22,14.0,25.37,16.53
54,HIIL.BO,1247.2,1.04K,Producer Manufacturing,Electrical Products,97.0,54.0,98.0,97.0,2.6143,0.0,12.97K,0.33K,1247.2,364.0,9.00B,No,1093.22,604.74,1131.93,679.83
55,CDG.BO,233.65,1.66K,Process Industries,Industrial Specialties,97.0,88.0,95.0,98.0,14.2536,11.7143,3.40K,4.53K,263.9,52.6,2.16B,No,194.7,119.46,199.03,147.11
56,ISTRNETWK.BO,48.54,27.56K,Commercial Services,Miscellaneous Commercial Services,97.0,73.0,48.0,32.0,2.52,1.9171,26.02K,29.43K,72.15,5.16,3.42B,No,47.28,43.23,47.66,46.76
57,ASIACAP.BO,58.7,2.71K,Finance,Finance/Rental/Leasing,97.0,37.0,97.0,97.0,1.2171,0.2857,3.60K,0.50K,71.68,17.37,181.50M,No,57.62,29.01,58.0,34.29
58,MEGAMONT.BO,149.0,0.74K,Non-Energy Minerals,Forest Products,97.0,23.0,93.0,97.0,10.6107,9.5107,3.08K,1.87K,206.0,30.75,2.22B,No,161.3,88.18,162.76,105.17
59,JETMALL.BO,68.3,96.00K,Distribution Services,Food Distributors,97.0,89.0,97.0,91.0,0.2821,0.1871,13.93K,9.60K,68.3,12.2,409.32M,No,55.37,39.95,57.74,43.34
61,AMRAPLIN.BO,42.31,169.50K,Technology Services,Packaged Software,97.0,98.0,98.0,97.0,2.8086,2.0207,31.86K,79.97K,44.77,12.65,2.18B,No,21.22,16.48,22.13,17.04
65,SKM.BO,375.0,12.00K,Process Industries,Chemicals: Major Diversified,97.0,80.0,98.0,97.0,13.825,12.8929,53.29K,19.40K,419.0,102.05,4.59B,No,326.37,,335.39,203.38
66,AIRLTD.BO,596.3,0.01K,Consumer Durables,Homebuilding,97.0,29.0,18.0,27.0,0.8607,0.0,,0.00K,713.95,70.25,13.36B,No,609.35,584.85,608.37,635.53
