Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,APOLLOIN.BO,122.0,124.45,0.06K,Process Industries,Agricultural Commodities/Milling,98.0,75.0,98.0,98.0,2.6971,0.0036,3.19K,2.62K,146.05,5.16,1.27B,No,132.46,107.09,42.29,112.15,58.41,498
2,MRUTR.BO,87.12,88.89,0.84K,Finance,Investment Banks/Brokers,98.0,91.0,98.0,98.0,2.08,0.2771,4.64K,8.91K,100.23,0.56,62.94B,No,87.58,68.82,27.57,73.8,39.07,497
3,SAMTELIN.BO,39.5,40.18,8.10K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,0.0,51.0,98.0,2.9264,2.4171,13.58K,17.75K,72.95,1.89,279.97M,No,43.89,53.12,25.33,51.26,34.48,250
5,LIPPISYS.BO,239.4,234.75,2.50K,Producer Manufacturing,Industrial Machinery,98.0,72.0,99.0,98.0,5.8,1.2393,34.16K,6.56K,281.2,20.5,1.68B,No,253.37,219.46,86.19,230.08,114.13,496
6,SALSAIN.BO,372.4,389.95,0.16K,Finance,Financial Conglomerates,98.0,86.0,83.0,95.0,24.6536,21.3214,0.80K,0.92K,828.95,14.58,2.60B,No,380.81,302.71,255.0,311.05,350.43,498
8,ISERA.BO,143.9,143.9,1.95K,Technology Services,Packaged Software,98.0,48.0,96.0,98.0,0.0,0.0,3.04K,1.82K,143.9,3.83,1.21B,No,143.9,131.48,61.31,138.32,85.86,494
9,MODMA.BO,51.64,49.19,1.00K,Producer Manufacturing,Metal Fabrication,98.0,12.0,4.0,98.0,2.2807,0.8186,2.52K,0.92K,85.79,1.65,6.02B,No,46.18,57.23,31.01,54.65,42.29,497
10,SESHACHAL.BO,73.85,77.73,0.00K,Technology Services,Information Technology Services,98.0,92.0,7.0,43.0,0.2771,0.0,0.66K,0.66K,105.31,2.39,51.28M,No,77.44,80.23,73.3,78.8,89.18,498
11,AXISOL.BO,623.55,593.9,23.61K,Technology Services,Information Technology Services,98.0,98.0,98.0,98.0,22.4679,12.0679,6.47K,15.91K,623.55,23.22,29.40B,No,428.48,365.96,213.21,392.77,279.73,499
12,TANDHANIN.BO,125.0,125.4,38.66K,Finance,Investment Banks/Brokers,98.0,2.0,86.0,98.0,10.1036,9.5643,4.04K,6.75K,164.0,10.48,6.22B,No,142.93,145.03,67.15,145.3,90.54,498
13,SOURCEIND.BO,37.99,37.25,0.05K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.6843,0.1043,0.30K,0.47K,37.99,4.18,433.20M,No,32.24,26.07,11.99,28.03,15.61,499
14,KARTKIN.BO,9195.65,8880.9004,0.06K,Finance,Financial Conglomerates,98.0,40.0,40.0,98.0,231.0715,145.15,0.01K,0.01K,10741.85,1087.8,2.24B,No,8581.67,8440.69,4308.14,8485.22,5790.45,496
15,PARMSILK.BO,328.8,345.9,0.42K,Process Industries,Textiles,98.0,13.0,98.0,98.0,22.7607,18.175,0.97K,0.77K,472.35,31.19,986.76M,No,326.97,311.63,147.36,328.12,182.31,345
16,CALLISTA.BO,161.35,164.6,0.12K,Consumer Durables,Home Furnishings,98.0,45.0,61.0,44.0,5.4464,3.3964,2.52K,2.37K,225.95,8.33,1.54B,No,172.65,178.69,150.6,176.81,175.58,497
17,JTLDEFENCE.BO,466.0,490.5,3.17K,Non-Energy Minerals,Other Metals/Minerals,98.0,1.0,89.0,98.0,20.1821,16.0107,2.43K,4.59K,694.3,55.58,4.91B,No,594.26,536.26,221.0,553.3,291.86,497
18,NEWMKTAVE.BO,60.76,59.57,0.00K,Finance,Investment Managers,98.0,97.0,98.0,98.0,1.4064,0.0,,0.00K,60.76,9.1,300.15M,No,49.25,42.13,21.41,44.88,27.54,498
19,VINRKLB.BO,41.09,39.14,2.20K,Health Technology,Pharmaceuticals: Major,98.0,96.0,55.0,95.0,1.2436,0.1757,1.29K,1.01K,46.65,4.5,247.69M,No,29.41,32.8,24.67,32.86,33.73,498
20,ASIACAP.BO,106.12,104.04,0.27K,Finance,Finance/Rental/Leasing,98.0,82.0,97.0,98.0,2.0057,0.89,0.99K,0.45K,106.12,17.37,328.12M,No,91.77,78.58,42.26,84.03,55.13,496
21,RANJITSE.BO,62.61,65.9,1.16K,Finance,Finance/Rental/Leasing,98.0,39.0,4.0,68.0,3.82,2.7893,0.26K,0.21K,122.1,6.24,168.26M,No,61.38,61.66,,60.99,72.78,178
22,TRADWIN.BO,626.95,659.9,0.09K,Consumer Services,Other Consumer Services,98.0,82.0,35.0,25.0,39.7643,27.2821,0.03K,0.04K,846.45,47.04,1.88B,No,616.1,603.26,524.96,600.62,613.28,499
25,MAXGROW.BO,107.08,101.99,7.51K,Commercial Services,Personnel Services,98.0,96.0,97.0,89.0,2.8393,1.1007,24.78K,19.72K,107.08,10.52,4.28B,No,87.2,68.82,52.6,76.0,60.9,497
26,SMTEL.BO,402.2,383.3,1.58K,Commercial Services,Miscellaneous Commercial Services,98.0,8.0,61.0,74.0,30.0929,24.7143,0.81K,1.26K,594.35,35.25,7.27B,No,464.99,444.25,341.46,438.74,416.68,498
27,TRANSCHEM.BO,326.8,318.75,4.24K,Health Technology,Pharmaceuticals: Other,98.0,20.0,95.0,95.0,17.05,16.9643,6.85K,5.64K,377.65,38.45,4.00B,No,320.03,324.81,200.07,329.48,231.1,497
28,APPL.BO,273.95,268.6,3.60K,Distribution Services,Medical Distributors,98.0,84.0,91.0,97.0,9.3464,5.3643,16.54K,21.88K,310.25,32.32,4.70B,No,269.77,245.38,146.82,250.41,181.22,221
30,STELLANT.BO,1002.0,990.05,4.57K,Finance,Investment Banks/Brokers,98.0,98.0,96.0,86.0,57.625,44.6964,6.94K,15.30K,1058.8,105.0,5.70B,No,845.39,683.15,564.48,725.29,646.82,498
31,PARMAX.BO,122.5,120.1,0.26K,Health Technology,Pharmaceuticals: Major,98.0,91.0,98.0,98.0,2.6143,0.8043,14.01K,11.52K,122.5,22.6,458.31M,No,108.7,90.4,47.24,97.65,54.95,496
32,HIKLASS.BO,88.7,88.0,33.51K,Finance,Investment Banks/Brokers,98.0,94.0,16.0,97.0,0.8057,0.3571,1.30K,4.38K,108.35,11.59,2.68B,No,84.41,79.19,54.87,79.17,71.06,496
33,SHENTRA.BO,131.0,130.9,0.12K,Process Industries,Chemicals: Specialty,98.0,79.0,93.0,96.0,1.225,0.8036,0.10K,0.04K,134.85,16.65,581.40M,No,130.64,115.96,68.77,120.24,85.15,219
34,SHANTAI.BO,92.26,93.19,7.64K,Process Industries,Textiles,98.0,49.0,23.0,97.0,0.3607,0.3607,2.97K,14.30K,102.01,11.15,691.95M,No,92.27,94.15,56.24,93.69,74.72,497
36,RAMGOPOLY.BO,36.27,37.01,0.70K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,98.0,95.0,94.0,1.4393,0.315,11.17K,42.67K,37.78,5.12,525.92M,No,28.99,21.44,18.23,23.71,21.24,496
37,SANCODE.BO,524.05,513.8,0.50K,Technology Services,Information Technology Services,98.0,96.0,97.0,98.0,7.9179,0.8786,2.95K,2.80K,524.05,91.95,3.91B,No,444.69,354.48,239.17,394.54,283.73,494
38,SIMANDHAR.BO,155.0,158.25,0.41K,Distribution Services,Wholesale Distributors,97.0,78.0,55.0,72.0,13.7107,11.2571,2.04K,3.53K,189.1,21.5,473.82M,No,153.76,148.08,,144.36,137.67,163
