Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,SAMTELIN.BO,61.12,27.00K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,96.0,98.0,98.0,1.2929,0.385,5.83K,15.46K,62.4,1.89,433.22M,No,42.56,16.15,47.26,24.48
2,TANDHANIN.BO,141.95,8.08K,Finance,Investment Banks/Brokers,98.0,95.0,98.0,98.0,3.3357,1.6321,0.59K,2.87K,149.55,10.48,7.07B,No,104.0,42.03,114.36,59.74
3,MRUTR.BO,54.72,0.00K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,0.9436,0.0,0.52K,1.20K,54.72,0.46,39.53B,No,35.43,13.95,39.89,21.09
4,SELECTRIC.BO,1194.45,2.55K,Electronic Technology,Electronic Production Equipment,98.0,,,,74.2393,2.7493,0.08K,0.12K,1194.45,155.1,14.45B,No,,,,
5,MODMA.BO,63.4,2.00K,Producer Manufacturing,Metal Fabrication,98.0,4.0,98.0,98.0,1.4007,0.3864,3.61K,1.36K,85.79,1.1,7.39B,No,64.99,22.08,68.53,32.08
6,LIPPISYS.BO,223.32,90.84K,Producer Manufacturing,Industrial Machinery,98.0,98.0,98.0,98.0,12.3564,8.4107,36.71K,33.17K,235.0,19.9,1.56B,No,99.27,48.54,123.22,65.44
7,SMTEL.BO,419.0,0.20K,Commercial Services,Miscellaneous Commercial Services,98.0,84.0,16.0,97.0,29.0929,27.5893,1.37K,0.44K,494.85,19.23,7.57B,No,417.41,269.14,412.57,360.06
9,JTLDEFENCE.BO,459.75,5.03K,Non-Energy Minerals,Other Metals/Minerals,98.0,93.0,99.0,98.0,4.4679,0.0,2.46K,0.77K,459.75,51.23,4.84B,No,331.99,130.99,370.08,166.27
10,ISERA.BO,126.65,0.01K,Technology Services,Packaged Software,98.0,98.0,97.0,98.0,2.1857,0.0014,3.54K,7.78K,676.67,1.5,1.06B,No,87.28,38.26,94.66,56.09
11,APOLLOIN.BO,85.72,21.56K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,1.5986,0.25,5.06K,4.78K,85.72,5.16,891.49M,No,57.71,21.52,64.09,31.09
12,SESHACHAL.BO,90.64,0.41K,Technology Services,Information Technology Services,98.0,28.0,6.0,96.0,0.1979,0.0,0.28K,0.02K,105.31,2.39,62.94M,No,95.81,63.64,95.05,84.3
13,KETOMOTORS.BO,188.35,9.81K,Process Industries,Chemicals: Agricultural,98.0,93.0,96.0,96.0,2.4036,1.1571,5.08K,11.01K,188.35,4.57,13.27B,No,131.0,101.3,140.6,107.8
14,SALSAIN.BO,219.45,1.23K,Finance,Financial Conglomerates,98.0,8.0,0.0,98.0,14.3857,14.1036,1.26K,0.42K,828.95,14.58,1.53B,No,306.18,197.45,269.57,286.71
15,CALLISTA.BO,186.0,0.02K,Consumer Durables,Home Furnishings,98.0,85.0,8.0,94.0,1.6821,0.5179,2.04K,0.10K,225.95,8.33,752.67M,No,163.78,125.29,161.21,158.79
17,TRADWIN.BO,600.0,0.01K,Consumer Services,Other Consumer Services,98.0,25.0,32.0,96.0,2.5607,0.0,0.05K,0.01K,846.45,47.04,1.80B,No,607.06,423.9,618.48,587.8
19,KARTKIN.BO,7376.85,0.09K,Finance,Financial Conglomerates,98.0,1.0,98.0,98.0,200.7785,71.2107,0.02K,0.01K,10741.85,1036.0,1.80B,No,7903.08,3012.15,8216.26,3963.68
20,SPICEISLIN.BO,517.9,16.57K,Process Industries,Textiles,98.0,96.0,96.0,98.0,30.2536,26.9786,19.99K,22.33K,549.0,42.56,3.23B,No,391.73,222.59,421.21,297.86
21,VINRKLB.BO,35.0,1.00K,Health Technology,Pharmaceuticals: Major,98.0,4.0,25.0,98.0,0.6321,0.1621,4.16K,1.08K,46.65,4.5,210.98M,No,40.17,19.73,39.25,27.71
22,EMROCK.BO,269.5,0.55K,Consumer Durables,Homebuilding,98.0,25.0,29.0,93.0,17.9107,17.8679,3.41K,2.06K,305.95,24.19,4.26B,No,280.98,194.16,283.07,254.05
23,RANJITSE.BO,61.0,0.00K,Finance,Finance/Rental/Leasing,98.0,17.0,0.0,98.0,0.6179,0.1243,0.60K,0.03K,122.1,6.24,163.93M,No,70.1,,69.73,62.8
24,SHANTAI.BO,95.1,9.50K,Process Industries,Textiles,98.0,28.0,93.0,98.0,0.2079,0.0,8.00K,0.86K,102.01,11.15,713.25M,No,93.65,42.34,96.43,57.21
25,PARMSILK.BO,290.2,0.30K,Process Industries,Textiles,98.0,98.0,98.0,98.0,8.5929,0.0,0.06K,0.34K,290.2,30.58,870.92M,No,146.72,96.61,172.26,117.91
27,MAGNUS.BO,87.75,324.16K,Commercial Services,Miscellaneous Commercial Services,98.0,0.0,69.0,97.0,5.5,0.7857,49.89K,47.24K,223.4,8.33,296.62M,No,144.64,65.02,133.72,88.36
28,AANCHALISP.BO,115.99,105.28K,Producer Manufacturing,Metal Fabrication,98.0,99.0,98.0,98.0,4.4936,1.6314,5.59K,29.77K,508.0,7.62,491.02M,No,53.72,195.94,64.37,50.48
29,HIKLASS.BO,69.83,0.02K,Finance,Investment Banks/Brokers,98.0,1.0,70.0,97.0,1.5086,0.905,2.76K,0.27K,108.35,6.49,2.11B,No,90.15,43.78,87.55,57.44
30,AXISOL.BO,308.6,5.05K,Technology Services,Information Technology Services,98.0,91.0,88.0,98.0,5.3607,3.7929,4.78K,4.80K,350.0,15.0,14.55B,No,288.04,151.71,292.3,202.77
32,TRANSCHEM.BO,349.05,23.87K,Health Technology,Pharmaceuticals: Other,98.0,98.0,97.0,95.0,16.1821,12.8679,4.47K,5.28K,356.15,38.31,4.27B,No,229.22,150.58,253.17,195.76
34,SIMANDHAR.BO,139.45,0.09K,Distribution Services,Wholesale Distributors,98.0,20.0,37.0,,11.2893,9.9143,2.78K,0.67K,180.95,21.5,426.29M,No,147.73,,149.59,
35,APPL.BO,231.0,15.20K,Distribution Services,Medical Distributors,97.0,94.0,92.0,98.0,4.7571,1.5929,16.89K,16.52K,238.8,32.32,3.96B,No,190.06,,201.66,138.51
37,SURBHIN.BO,94.0,0.58K,Process Industries,Textiles,97.0,0.0,90.0,98.0,6.4286,0.975,3.94K,3.50K,249.65,12.76,323.12M,No,150.0,60.68,150.75,79.44
39,HYPERSOFT.BO,211.0,6.12K,Commercial Services,Miscellaneous Commercial Services,97.0,95.0,92.0,97.0,5.4643,4.3429,9.88K,14.05K,216.8,27.18,17.82B,No,164.98,102.02,175.32,117.81
40,PHCAP.BO,977.7,1.46K,Finance,Investment Banks/Brokers,97.0,91.0,91.0,98.0,28.5786,26.925,3.49K,2.96K,980.0,165.05,2.93B,No,804.77,477.42,851.78,634.87
41,COVANCE.BO,164.5,3.43K,Technology Services,Information Technology Services,97.0,33.0,12.0,94.0,10.1607,10.1464,4.46K,8.62K,171.34,17.52,3.64B,No,167.13,124.3,166.22,154.34
42,SHENTRA.BO,105.12,0.85K,Process Industries,Chemicals: Specialty,97.0,91.0,93.0,97.0,1.4514,0.0,0.04K,0.10K,105.12,16.65,466.54M,No,84.69,,87.11,62.37
43,GUJINJEC.BO,124.4,20.67K,Distribution Services,Medical Distributors,97.0,82.0,92.0,98.0,6.5679,6.225,36.52K,52.49K,128.0,19.01,1.82B,No,109.18,58.3,113.52,77.09
44,STELLANT.BO,539.85,0.10K,Finance,Investment Banks/Brokers,97.0,29.0,3.0,88.0,33.8214,33.6929,2.97K,2.35K,683.8,52.64,2.99B,No,560.9,460.59,556.8,571.24
46,JAYATMA.BO,52.0,0.14K,Process Industries,Textiles,97.0,7.0,98.0,98.0,1.0886,0.1721,0.16K,0.09K,70.18,13.33,156.00M,No,49.94,23.29,52.74,28.34
47,EMAINDIA.BO,854.3,5.32K,Producer Manufacturing,Industrial Machinery,97.0,79.0,96.0,95.0,17.8571,4.4571,3.14K,1.08K,875.0,86.5,858.57M,No,690.78,463.54,740.02,542.3
