Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,SESHACHAL.BO,75.66,0.40K,Technology Services,Information Technology Services,98.0,3.0,5.0,78.0,3.7557,0.6543,0.69K,2.10K,105.31,2.39,52.54M,No,86.56,68.45,85.41,86.88
2,MRUTR.BO,76.04,1.09K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,1.3129,0.0279,3.15K,6.99K,76.04,0.48,54.94B,No,49.64,19.69,53.17,27.84
3,JTLDEFENCE.BO,661.25,12.94K,Non-Energy Minerals,Other Metals/Minerals,98.0,98.0,99.0,98.0,21.625,12.4643,3.67K,4.83K,676.8,55.58,7.05B,No,446.29,170.7,479.85,226.66
4,APOLLOIN.BO,119.89,0.30K,Process Industries,Agricultural Commodities/Milling,98.0,98.0,98.0,98.0,2.0679,0.0293,5.30K,2.31K,119.89,5.16,1.25B,No,77.93,30.22,83.5,41.78
5,ISERA.BO,143.9,0.12K,Technology Services,Packaged Software,98.0,93.0,97.0,98.0,0.6821,0.1964,3.28K,1.84K,143.9,2.38,1.21B,No,110.47,50.38,115.62,69.38
6,KETOMOTORS.BO,227.65,2.06K,Process Industries,Chemicals: Agricultural,98.0,96.0,98.0,97.0,6.3143,0.0,6.30K,5.17K,252.2,91.4,16.03B,No,172.83,111.76,188.08,123.63
7,LIPPISYS.BO,254.9,51.03K,Producer Manufacturing,Industrial Machinery,98.0,95.0,98.0,98.0,14.3143,10.9286,39.04K,18.73K,255.2,19.9,1.78B,No,158.24,65.84,172.56,84.92
8,SAMTELIN.BO,56.81,1.29K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,24.0,97.0,98.0,2.8836,1.5429,10.22K,21.50K,72.95,1.89,402.67M,No,53.26,21.4,54.63,30.11
9,TANDHANIN.BO,150.0,10.34K,Finance,Investment Banks/Brokers,98.0,67.0,98.0,98.0,3.6679,2.2964,2.58K,6.75K,164.0,10.48,7.47B,No,131.34,54.76,136.54,74.09
10,MODMA.BO,47.1,0.60K,Producer Manufacturing,Metal Fabrication,98.0,0.0,84.0,98.0,3.6443,2.8571,3.60K,1.18K,85.79,1.1,5.49B,No,67.06,27.14,65.66,36.87
11,SALSAIN.BO,374.4,0.07K,Finance,Financial Conglomerates,98.0,98.0,5.0,98.0,13.05,7.2071,1.24K,0.88K,828.95,14.58,2.61B,No,255.86,220.64,263.15,312.98
